iter	Passed	Remaining
1325	22610	147906
1326	22626	147884
1327	22643	147864
1328	22652	147794
1329	22668	147770
1330	22685	147755
1331	22701	147733
1332	22713	147678
1333	22722	147610
1334	22742	147611
1335	22760	147601
1336	22777	147586
1337	22798	147591
1338	22816	147580
1339	22836	147586
1340	22849	147542
1341	22866	147524
1342	22882	147501
1343	22898	147479
1344	22921	147498
1345	22940	147494
1346	22960	147496
1347	22979	147488
1348	22995	147464
1349	23014	147461
1350	23023	147397
1351	23041	147383
1352	23057	147358
1353	23076	147355
1354	23095	147350
1355	23114	147345
1356	23132	147338
1357	23150	147326
1358	23169	147317
1359	23187	147309
1360	23205	147297
1361	23220	147265
1362	23227	147188
1363	23246	147182
1364	23300	147401
1365	23325	147434
1366	23339	147393
1367	23359	147397
1368	23373	147362
1369	23393	147359
1370	23411	147351
1371	23421	147288
1372	23432	147236
1373	23440	147161
1374	23447	147081
1375	23466	147073
1376	23485	147068
1377	23503	147060
1378	23517	147024
1379	23535	147012
1380	23554	147007
1381	23566	146958
1382	23584	146949
1383	23600	146921
1384	23618	146912
1385	23637	146907
1386	23649	146860
1387	23668	146854
1388	23687	146846
1389	23703	146824
1390	23722	146819
1391	23740	146810
1392	23753	146765
1393	23768	146737
1394	23786	146728
1395	23806	146725
1396	23823	146708
1397	23841	146699
1398	23852	146647
1399	23868	146623
1400	23885	146603
1401	23902	146583
1402	23918	146563
1403	23925	146486
1404	23941	146462
1405	23958	146443
1406	23975	146424
1407	23991	146402
1408	24008	146387
1409	24018	146322
1410	24034	146299
1411	24050	146279
1412	24067	146259
1413	24085	146247
1414	24101	146226
1415	24117	146206
1416	24134	146186
1417	24150	146164
1418	24166	146140
1419	24183	146120
1420	24193	146066
1421	24210	146045
1422	24226	146025
1423	24233	145945
1424	24248	145918
1425	24265	145897
1426	24278	145859
1427	24338	146100
1428	24362	146126
1429	24379	146107
1430	24393	146070
1431	24409	146048
1432	24426	146030
1433	24439	145991
1434	24457	145975
1435	24465	145909
1436	24471	145826
1437	24487	145803
1438	24498	145748
1439	24514	145726
1440	24531	145707
1441	24548	145690
1442	24565	145671
1443	24583	145664
1444	24601	145650
1445	24618	145631
1446	24634	145612
1447	24651	145592
1448	24667	145572
1449	24680	145530
1450	24696	145507
1451	24709	145466
1452	24725	145441
1453	24741	145417
1454	24756	145393
1455	24773	145371
1456	24781	145306
1457	24797	145281
1458	24814	145265
1459	24831	145245
1460	24847	145222
1461	24863	145199
1462	24879	145177
1463	24895	145156
1464	24911	145135
1465	24922	145079
1466	24937	145054
1467	24962	145080
1468	24978	145059
1469	24995	145039
1470	25011	145021
1471	25028	145001
1472	25044	144979
1473	25058	144942
1474	25074	144920
1475	25084	144865
1476	25094	144809
1477	25111	144788
1478	25119	144724
1479	25128	144657
1480	25151	144675
1481	25167	144655
1482	25184	144638
1483	25201	144619
1484	25217	144599
1485	25228	144547
1486	25244	144522
1487	25260	144500
1488	25272	144458
1489	25289	144436
1490	25306	144424
1491	25337	144483
1492	25381	144624
1493	25400	144618
1494	25411	144565
1495	25427	144540
1496	25440	144500
1497	25456	144477
1498	25462	144401
1499	25477	144372
1500	25493	144351
1501	25510	144331
1502	25522	144290
1503	25538	144266
1504	25557	144259
1505	25573	144239
1506	25586	144199
1507	25604	144185
1508	25615	144133
1509	25630	144108
1510	25641	144058
1511	25654	144018
1512	25670	143995
1513	25687	143976
1514	25703	143957
1515	25721	143946
1516	25742	143949
1517	25756	143917
1518	25774	143905
1519	25794	143905
1520	25812	143894
1521	25828	143874
1522	25841	143835
1523	25854	143793
1524	25869	143767
1525	25885	143746
1526	25901	143723
1527	25917	143701
1528	25934	143680
1529	25944	143628
1530	25960	143603
1531	25976	143581
1532	25992	143560
1533	26002	143507
1534	26015	143463
1535	26031	143442
1536	26042	143392
1537	26057	143367
1538	26073	143346
1539	26090	143326
1540	26106	143306
1541	26122	143283
1542	26138	143261
1543	26154	143238
1544	26170	143216
1545	26181	143166
1546	26187	143092
1547	26203	143068
1548	26219	143048
1549	26236	143031
1550	26252	143011
1551	26269	142990
1552	26282	142954
1553	26295	142913
1554	26321	142951
1555	26337	142929
1556	26386	143081
1557	26418	143149
1558	26440	143157
1559	26462	143171
1560	26475	143132
1561	26492	143113
1562	26508	143090
1563	26521	143051
1564	26531	143001
1565	26547	142976
1566	26563	142954
1567	26579	142933
1568	26595	142912
1569	26608	142872
1570	26626	142861
1571	26637	142810
1572	26652	142786
1573	26665	142747
1574	26683	142733
1575	26700	142718
1576	26717	142700
1577	26730	142666
1578	26747	142649
1579	26765	142634
1580	26782	142621
1581	26791	142561
1582	26803	142519
1583	26820	142498
1584	26829	142440
1585	26844	142416
1586	26857	142378
1587	26871	142342
1588	26882	142296
1589	26898	142275
1590	26916	142261
1591	26933	142244
1592	26949	142226
1593	26965	142205
1594	26982	142185
1595	26998	142165
1596	27016	142151
1597	27025	142094
1598	27038	142055
1599	27054	142035
1600	27068	142004
1601	27084	141983
1602	27102	141969
1603	27111	141911
1604	27127	141888
1605	27136	141831
1606	27152	141811
1607	27169	141794
1608	27185	141775
1609	27204	141769
1610	27220	141745
1611	27232	141704
1612	27251	141696
1613	27266	141673
1614	27286	141669
1615	27296	141615
1616	27315	141612
1617	27334	141604
1618	27343	141549
1619	27358	141522
1620	27371	141483
1621	27461	141846
1622	27482	141849
1623	27503	141854
1624	27522	141847
1625	27542	141843
1626	27560	141834
1627	27579	141826
1628	27599	141825
1629	27609	141775
1630	27628	141767
1631	27636	141705
1632	27654	141695
1633	27670	141669
1634	27688	141660
1635	27700	141617
1636	27719	141611
1637	27727	141547
1638	27746	141540
1639	27764	141531
1640	27782	141519
1641	27800	141509
1642	27819	141499
1643	27833	141471
1644	27841	141410
1645	27852	141361
1646	27871	141353
1647	27881	141301
1648	27895	141272
1649	27914	141265
1650	27933	141256
1651	27952	141250
1652	27966	141221
1653	27974	141158
1654	27993	141151
1655	28011	141142
1656	28030	141131
1657	28048	141122
1658	28067	141114
1659	28085	141103
1660	28103	141093
1661	28121	141082
1662	28136	141055
1663	28146	141003
1664	28165	140995
1665	28183	140987
1666	28200	140970
1667	28212	140924
1668	28221	140868
