iter	Passed	Remaining
1669	28235	140837
1670	28251	140815
1671	28267	140797
1672	28279	140754
1673	28295	140732
1674	28302	140666
1675	28339	140748
1676	28350	140705
1677	28367	140685
1678	28380	140652
1679	28387	140586
1680	28396	140527
1681	28412	140506
1682	28430	140496
1683	28495	140717
1684	28505	140664
1685	28521	140644
1686	28540	140637
1687	28555	140614
1688	28578	140624
1689	28589	140579
1690	28603	140545
1691	28617	140514
1692	28635	140505
1693	28653	140494
1694	28671	140480
1695	28678	140416
1696	28696	140402
1697	28714	140392
1698	28722	140332
1699	28733	140288
1700	28751	140275
1701	28768	140258
1702	28784	140238
1703	28801	140221
1704	28808	140155
1705	28820	140117
1706	28832	140076
1707	28839	140010
1708	28856	139991
1709	28863	139927
1710	28878	139905
1711	28895	139887
1712	28912	139869
1713	28923	139823
1714	28939	139802
1715	28955	139784
1716	28973	139769
1717	28990	139753
1718	29008	139744
1719	29028	139741
1720	29040	139702
1721	29058	139688
1722	29075	139672
1723	29092	139659
1724	29106	139625
1725	29123	139608
1726	29139	139591
1727	29157	139578
1728	29170	139543
1729	29187	139526
1730	29215	139560
1731	29232	139545
1732	29243	139500
1733	29258	139476
1734	29275	139459
1735	29292	139443
1736	29312	139439
1737	29351	139529
1738	29365	139499
1739	29379	139467
1740	29397	139454
1741	29413	139435
1742	29430	139420
1743	29441	139375
1744	29460	139365
1745	29500	139459
1746	29535	139528
1747	29551	139508
1748	29565	139474
1749	29578	139440
1750	29594	139418
1751	29609	139396
1752	29623	139363
1753	29634	139317
1754	29650	139298
1755	29661	139253
1756	29677	139233
1757	29687	139182
1758	29700	139149
1759	29713	139113
1760	29726	139078
1761	29740	139047
1762	29756	139029
1763	29773	139010
1764	29790	138992
1765	29808	138981
1766	29825	138966
1767	29842	138948
1768	29855	138915
1769	29872	138897
1770	29888	138878
1771	29895	138817
1772	29912	138798
1773	29928	138779
1774	29938	138728
1775	29955	138712
1776	29971	138692
1777	29980	138640
1778	29996	138619
1779	30006	138569
1780	30014	138512
1781	30025	138465
1782	30035	138419
1783	30051	138398
1784	30065	138366
1785	30079	138336
1786	30096	138320
1787	30108	138285
1788	30119	138242
1789	30136	138222
1790	30152	138205
1791	30169	138187
1792	30179	138139
1793	30196	138120
1794	30207	138077
1795	30223	138057
1796	30240	138043
1797	30247	137982
1798	30264	137965
1799	30280	137946
1800	30298	137931
1801	30307	137879
1802	30322	137856
1803	30339	137841
1804	30362	137849
1805	30371	137798
1806	30387	137777
1807	30404	137760
1808	30413	137708
1809	30430	137692
1810	30437	137632
1811	30448	137590
1812	30466	137576
1813	30482	137558
1814	30493	137516
1815	30533	137601
1816	30579	137714
1817	30592	137680
1818	30610	137673
1819	30630	137670
1820	30648	137655
1821	30666	137647
1822	30685	137640
1823	30704	137630
1824	30720	137611
1825	30733	137578
1826	30749	137557
1827	30767	137545
1828	30774	137485
1829	30787	137448
1830	30803	137430
1831	30816	137397
1832	30833	137378
1833	30846	137347
1834	30863	137328
1835	30880	137312
1836	30887	137251
1837	30903	137235
1838	30917	137205
1839	30933	137183
1840	30954	137186
1841	30963	137135
1842	30983	137132
1843	31000	137115
1844	31017	137097
1845	31034	137081
1846	31045	137039
1847	31057	137003
1848	31071	136974
1849	31085	136944
1850	31101	136925
1851	31118	136906
1852	31135	136890
1853	31142	136830
1854	31152	136786
1855	31169	136770
1856	31180	136728
1857	31193	136692
1858	31209	136673
1859	31226	136657
1860	31243	136642
1861	31260	136625
1862	31274	136595
1863	31291	136579
1864	31304	136547
1865	31320	136526
1866	31330	136482
1867	31340	136434
1868	31356	136414
1869	31373	136398
1870	31390	136383
1871	31406	136364
1872	31423	136346
1873	31440	136330
1874	31458	136321
1875	31472	136292
1876	31490	136280
1877	31502	136242
1878	31519	136226
1879	31546	136251
1880	31619	136478
1881	31628	136427
1882	31652	136444
1883	31673	136443
1884	31692	136435
1885	31711	136430
1886	31730	136421
1887	31748	136411
1888	31767	136402
1889	31785	136391
1890	31800	136365
1891	31818	136354
1892	31836	136342
1893	31854	136333
1894	31866	136296
1895	31886	136290
1896	31904	136280
1897	31916	136242
1898	31939	136253
1899	31951	136216
1900	31970	136204
1901	31988	136195
1902	32001	136160
1903	32019	136152
1904	32034	136125
1905	32047	136093
1906	32066	136084
1907	32084	136074
1908	32103	136065
1909	32115	136028
1910	32134	136019
1911	32153	136014
1912	32172	136005
1913	32184	135969
1914	32204	135963
1915	32216	135927
1916	32226	135882
1917	32244	135871
1918	32254	135824
1919	32272	135813
1920	32291	135804
1921	32310	135796
1922	32328	135786
1923	32347	135777
1924	32367	135775
1925	32379	135736
1926	32389	135691
1927	32407	135680
1928	32426	135672
1929	32446	135671
1930	32466	135668
1931	32485	135659
1932	32504	135652
1933	32519	135626
1934	32537	135616
1935	32555	135603
1936	32573	135590
1937	32642	135789
1938	32669	135818
1939	32696	135843
1940	32712	135821
1941	32725	135788
1942	32741	135769
1943	32758	135753
1944	32775	135736
1945	32792	135721
1946	32806	135689
1947	32822	135670
1948	32833	135630
1949	32852	135619
1950	32868	135603
1951	32880	135563
1952	32897	135549
1953	32914	135532
1954	32931	135515
1955	32947	135497
1956	32964	135479
1957	32979	135453
1958	32986	135397
1959	33002	135377
1960	33019	135362
1961	33036	135346
1962	33053	135327
1963	33060	135271
1964	33077	135255
1965	33096	135247
1966	33103	135191
1967	33119	135171
1968	33136	135153
1969	33152	135135
1970	33169	135116
1971	33185	135099
1972	33203	135084
1973	33219	135067
1974	33233	135038
1975	33250	135021
1976	33263	134988
1977	33279	134969
1978	33296	134953
1979	33314	134940
1980	33328	134911
1981	33348	134907
1982	33365	134893
1983	33382	134874
1984	33390	134824
1985	33405	134798
1986	33422	134781
1987	33439	134766
1988	33455	134748
1989	33463	134692
1990	33479	134675
1991	33493	134645
1992	33510	134630
1993	33538	134660
1994	33555	134642
1995	33572	134625
1996	33590	134612
1997	33606	134595
1998	33623	134579
1999	33719	134876
2000	33735	134859
2001	33757	134861
2002	33775	134847
2003	33792	134831
2004	33808	134812
2005	33822	134785
2006	33840	134770
2007	33857	134754
2008	33870	134723
2009	33887	134705
2010	33903	134687
2011	33920	134669
2012	33937	134655
2013	33947	134610
2014	33964	134592
2015	33980	134575
2016	33998	134559
2017	34014	134540
2018	34030	134521
2019	34050	134517
2020	34068	134502
2021	34084	134484
2022	34100	134464
2023	34111	134424
2024	34124	134391
2025	34140	134372
2026	34157	134354
2027	34173	134334
2028	34189	134316
2029	34207	134302
2030	34224	134287
2031	34240	134267
2032	34251	134227
2033	34268	134208
2034	34284	134191
2035	34301	134173
2036	34314	134142
2037	34330	134122
2038	34344	134091
2039	34362	134080
2040	34383	134078
2041	34401	134066
2042	34418	134051
2043	34425	133996
2044	34442	133979
2045	34460	133966
2046	34479	133959
2047	34498	133951
2048	34515	133936
2049	34533	133921
2050	34555	133926
2051	34572	133908
2052	34583	133868
2053	34599	133848
2054	34608	133801
2055	34624	133783
2056	34641	133764
2057	34649	133715
2058	34662	133682
2059	34678	133664
2060	34737	133809
2061	34778	133884
2062	34798	133880
2063	34817	133870
2064	34833	133852
2065	34849	133832
2066	34866	133813
2067	34882	133794
2068	34898	133774
2069	34915	133760
2070	34932	133741
2071	34939	133685
2072	34956	133669
2073	34973	133654
2074	34989	133634
2075	35002	133603
2076	35018	133582
2077	35035	133567
2078	35052	133551
2079	35069	133533
2080	35085	133515
2081	35101	133495
2082	35118	133478
2083	35135	133459
2084	35146	133421
2085	35162	133403
2086	35180	133389
2087	35198	133375
2088	35215	133359
2089	35224	133314
2090	35240	133293
2091	35254	133265
2092	35263	133218
2093	35279	133200
2094	35288	133153
2095	35304	133133
2096	35321	133116
2097	35338	133100
2098	35357	133091
2099	35375	133078
2100	35391	133058
2101	35408	133043
2102	35422	133014
2103	35438	132994
2104	35456	132981
2105	35472	132962
2106	35489	132947
2107	35507	132934
2108	35526	132924
2109	35542	132905
2110	35559	132888
2111	35575	132870
2112	35586	132832
2113	35603	132812
2114	35613	132772
2115	35629	132751
2116	35645	132732
2117	35652	132679
2118	35661	132630
2119	35678	132614
2120	35694	132596
2121	35711	132579
2122	35718	132527
2123	35765	132621
2124	35826	132767
2125	35844	132757
2126	35854	132712
2127	35870	132692
2128	35888	132679
2129	35904	132660
2130	35918	132632
2131	35933	132610
2132	35953	132604
2133	35971	132592
2134	35991	132587
2135	36011	132581
2136	36024	132548
2137	36042	132536
2138	36059	132523
2139	36071	132488
2140	36090	132477
2141	36108	132466
2142	36127	132455
2143	36145	132444
2144	36157	132410
2145	36176	132399
2146	36184	132349
2147	36202	132336
2148	36220	132325
2149	36232	132290
2150	36251	132281
2151	36270	132274
2152	36289	132261
2153	36309	132256
2154	36325	132239
2155	36333	132189
2156	36352	132180
2157	36371	132169
2158	36389	132157
2159	36407	132145
2160	36426	132137
2161	36445	132127
2162	36464	132118
2163	36476	132085
2164	36497	132083
2165	36517	132076
2166	36536	132067
2167	36555	132058
2168	36574	132049
2169	36592	132036
2170	36611	132026
2171	36629	132014
2172	36647	132002
2173	36666	131991
2174	36684	131978
2175	36698	131953
2176	36708	131911
2177	36725	131896
2178	36745	131889
2179	36763	131878
2180	36830	132037
2181	36861	132074
2182	36884	132077
2183	36900	132058
2184	36918	132043
2185	36928	132004
2186	36945	131985
2187	36961	131967
2188	36970	131922
2189	36987	131905
2190	37004	131890
2191	37021	131872
2192	37038	131855
2193	37054	131836
2194	37071	131820
2195	37088	131801
2196	37104	131782
2197	37120	131763
2198	37137	131745
2199	37148	131707
2200	37156	131660
2201	37167	131621
2202	37179	131589
2203	37197	131575
2204	37206	131528
2205	37219	131501
2206	37245	131514
2207	37266	131512
2208	37279	131481
2209	37296	131465
2210	37310	131439
2211	37324	131412
2212	37344	131406
2213	37356	131372
2214	37373	131356
2215	37391	131342
2216	37409	131329
2217	37423	131302
2218	37434	131266
2219	37451	131249
2220	37470	131238
2221	37486	131220
2222	37500	131194
2223	37518	131178
2224	37534	131159
2225	37551	131142
2226	37568	131125
2227	37584	131107
2228	37601	131090
2229	37617	131070
2230	37633	131052
2231	37650	131034
2232	37666	131016
2233	37683	130998
2234	37700	130980
2235	37717	130965
2236	37734	130948
2237	37741	130898
2238	37754	130867
2239	37770	130846
2240	37778	130801
2241	37794	130781
2242	37811	130765
2243	37874	130907
2244	37921	130995
2245	37950	131020
2246	37971	131017
2247	37988	131000
2248	38005	130981
2249	38022	130965
2250	38032	130926
2251	38048	130906
2252	38066	130892
2253	38083	130875
2254	38097	130847
2255	38111	130820
2256	38127	130801
2257	38138	130766
2258	38154	130746
2259	38165	130709
2260	38176	130671
2261	38193	130653
2262	38206	130625
2263	38223	130606
2264	38241	130595
2265	38255	130569
2266	38272	130551
2267	38289	130533
2268	38305	130517
2269	38315	130473
2270	38325	130435
2271	38343	130423
2272	38360	130406
2273	38376	130386
2274	38393	130369
2275	38404	130332
2276	38414	130293
2277	38427	130261
2278	38444	130247
2279	38454	130203
2280	38469	130183
2281	38486	130166
2282	38497	130130
2283	38515	130114
2284	38528	130087
2285	38545	130069
2286	38559	130042
2287	38575	130024
2288	38589	129995
2289	38605	129978
2290	38622	129961
2291	38639	129944
2292	38655	129926
2293	38663	129877
2294	38671	129833
2295	38685	129805
2296	38701	129786
2297	38714	129756
2298	38730	129736
2299	38746	129718
2300	38763	129700
2301	38780	129682
2302	38789	129639
2303	38805	129620
2304	38822	129603
2305	38839	129588
2306	38852	129559
2307	38869	129542
2308	38971	129809
2309	38995	129816
2310	39019	129821
2311	39035	129804
2312	39052	129786
2313	39069	129769
2314	39076	129719
2315	39092	129699
2316	39108	129682
2317	39125	129665
2318	39143	129649
2319	39160	129635
2320	39168	129587
2321	39184	129569
2322	39202	129554
2323	39220	129540
2324	39237	129524
2325	39248	129488
2326	39264	129468
2327	39280	129451
2328	39297	129432
2329	39308	129396
2330	39318	129359
2331	39336	129343
2332	39353	129327
2333	39366	129298
2334	39379	129268
2335	39390	129232
2336	39407	129215
2337	39423	129198
2338	39440	129179
2339	39457	129163
2340	39473	129144
2341	39486	129115
2342	39495	129072
2343	39511	129054
2344	39529	129039
2345	39540	129004
2346	39556	128984
2347	39569	128956
2348	39580	128919
2349	39596	128900
2350	39613	128883
2351	39630	128865
2352	39642	128834
2353	39662	128826
2354	39680	128813
2355	39696	128795
2356	39713	128779
2357	39724	128743
2358	39740	128723
2359	39757	128706
2360	39774	128689
2361	39785	128654
2362	39803	128640
2363	39819	128621
2364	39837	128608
2365	39854	128590
2366	39870	128572
2367	39887	128557
2368	39904	128540
2369	39915	128504
2370	39927	128472
2371	39944	128454
2372	40029	128658
2373	40041	128626
2374	40062	128620
2375	40079	128606
2376	40094	128581
2377	40110	128563
2378	40128	128550
2379	40146	128535
2380	40163	128518
2381	40179	128501
2382	40197	128487
2383	40215	128472
2384	40232	128456
2385	40249	128440
2386	40270	128436
2387	40285	128414
2388	40304	128405
2389	40317	128375
2390	40332	128351
2391	40355	128354
2392	40370	128333
2393	40390	128323
2394	40404	128298
2395	40422	128285
2396	40439	128269
2397	40448	128227
2398	40466	128214
2399	40480	128189
2400	40495	128164
2401	40513	128151
2402	40532	128140
2403	40549	128125
2404	40567	128111
2405	40584	128096
2406	40594	128056
2407	40608	128030
2408	40621	128002
2409	40632	127968
2410	40650	127954
2411	40668	127940
2412	40686	127926
2413	40705	127917
2414	40714	127876
2415	40724	127836
2416	40738	127809
2417	40755	127795
2418	40772	127780
2419	40786	127753
2420	40804	127740
2421	40818	127714
2422	40832	127688
2423	40844	127655
2424	40856	127623
2425	40874	127610
2426	40892	127596
2427	40910	127582
2428	40921	127548
2429	40930	127507
2430	40947	127492
2431	40965	127479
2432	40983	127465
2433	41042	127580
2434	41102	127697
2435	41124	127694
2436	41144	127688
2437	41155	127653
2438	41173	127638
2439	41190	127624
2440	41208	127608
2441	41225	127593
2442	41236	127557
2443	41252	127539
2444	41269	127522
2445	41297	127539
2446	41313	127519
2447	41341	127536
2448	41363	127535
2449	41379	127514
2450	41394	127494
2451	41410	127474
2452	41426	127454
2453	41443	127437
2454	41452	127396
2455	41473	127391
2456	41491	127378
2457	41507	127360
2458	41521	127334
2459	41538	127317
2460	41547	127275
2461	41555	127231
2462	41571	127211
2463	41588	127194
2464	41604	127175
2465	41622	127163
2466	41639	127147
2467	41656	127129
2468	41667	127094
2469	41682	127072
2470	41693	127036
2471	41706	127007
2472	41719	126979
2473	41735	126960
2474	41751	126941
2475	41762	126906
2476	41779	126888
2477	41795	126870
2478	41811	126851
2479	41829	126836
2480	41845	126817
2481	41861	126798
2482	41874	126769
2483	41890	126749
2484	41902	126720
2485	41918	126700
2486	41935	126682
2487	41943	126641
2488	41959	126620
2489	41975	126601
2490	41988	126573
2491	42004	126554
2492	42021	126535
2493	42036	126515
2494	42053	126497
2495	42143	126699
2496	42161	126686
2497	42180	126675
2498	42197	126659
2499	42213	126639
2500	42226	126610
2501	42242	126591
2502	42258	126572
2503	42274	126553
2504	42287	126524
2505	42303	126504
2506	42320	126490
2507	42337	126471
2508	42346	126431
2509	42365	126422
2510	42382	126405
2511	42396	126378
2512	42412	126359
2513	42425	126332
2514	42442	126315
2515	42456	126288
2516	42472	126271
2517	42489	126253
2518	42506	126236
2519	42524	126223
2520	42536	126191
2521	42553	126175
2522	42570	126158
2523	42586	126140
2524	42604	126124
2525	42621	126109
2526	42639	126095
2527	42652	126069
2528	42669	126052
2529	42685	126032
2530	42702	126014
2531	42713	125982
2532	42730	125963
2533	42741	125930
2534	42758	125914
2535	42775	125897
2536	42792	125881
2537	42809	125864
2538	42822	125837
2539	42840	125821
2540	42856	125804
2541	42873	125786
2542	42889	125768
2543	42906	125751
2544	42923	125735
2545	42945	125732
2546	42962	125717
2547	42978	125697
2548	42987	125658
2549	43003	125637
2550	43019	125618
2551	43033	125593
2552	43042	125554
2553	43051	125514
2554	43073	125511
2555	43093	125504
2556	43143	125582
2557	43233	125779
2558	43252	125768
2559	43273	125763
2560	43291	125749
2561	43307	125731
2562	43324	125714
2563	43342	125699
2564	43356	125674
2565	43363	125629
2566	43377	125603
2567	43389	125573
2568	43406	125555
2569	43423	125538
2570	43436	125510
2571	43452	125491
2572	43469	125475
2573	43486	125458
2574	43503	125441
2575	43522	125430
2576	43539	125415
2577	43556	125398
2578	43572	125378
2579	43589	125361
2580	43605	125343
2581	43622	125324
2582	43639	125309
2583	43656	125293
2584	43673	125277
2585	43691	125261
2586	43708	125245
2587	43722	125220
2588	43740	125205
2589	43759	125194
2590	43775	125176
2591	43792	125159
2592	43808	125140
2593	43825	125123
2594	43838	125097
2595	43854	125075
2596	43871	125058
2597	43882	125025
2598	43898	125006
2599	43915	124988
2600	43932	124974
2601	43949	124956
2602	43963	124931
2603	43980	124915
2604	43998	124900
2605	44015	124884
2606	44033	124871
2607	44050	124855
2608	44067	124839
2609	44084	124821
2610	44098	124795
2611	44111	124767
2612	44124	124740
2613	44137	124712
2614	44146	124672
2615	44162	124655
2616	44180	124639
2617	44249	124771
2618	44306	124865
2619	44325	124854
2620	44351	124864
2621	44365	124838
2622	44379	124812
2623	44395	124793
2624	44404	124754
2625	44412	124713
2626	44428	124693
2627	44445	124676
2628	44456	124643
2629	44466	124608
2630	44482	124589
2631	44496	124562
2632	44509	124534
2633	44525	124517
2634	44540	124494
2635	44558	124479
2636	44574	124461
2637	44594	124451
2638	44613	124442
2639	44633	124433
2640	44651	124419
2641	44670	124408
2642	44682	124378
2643	44702	124368
2644	44720	124356
2645	44741	124349
2646	44759	124336
2647	44778	124324
2648	44797	124312
2649	44809	124282
2650	44827	124269
2651	44838	124236
2652	44858	124226
2653	44876	124214
2654	44896	124203
2655	44916	124196
2656	44928	124167
2657	44941	124138
2658	44961	124129
2659	44981	124123
2660	45001	124113
2661	45011	124078
2662	45030	124067
2663	45049	124056
2664	45065	124035
2665	45080	124013
2666	45099	124001
2667	45108	123964
2668	45118	123928
2669	45138	123918
2670	45148	123883
2671	45166	123869
2672	45185	123857
2673	45194	123820
2674	45205	123786
2675	45224	123777
2676	45244	123766
2677	45302	123861
2678	45348	123925
2679	45366	123910
2680	45382	123892
2681	45403	123885
2682	45425	123882
2683	45451	123890
2684	45464	123863
2685	45476	123833
2686	45491	123809
2687	45503	123780
2688	45533	123797
2689	45545	123767
2690	45556	123736
2691	45566	123699
2692	45574	123658
2693	45591	123642
2694	45608	123625
2695	45625	123608
2696	45642	123592
2697	45654	123561
2698	45664	123525
2699	45678	123502
2700	45696	123486
2701	45715	123474
2702	45734	123465
2703	45753	123454
2704	45765	123422
2705	45775	123388
2706	45794	123376
2707	45814	123368
2708	45827	123341
2709	45848	123332
2710	45858	123298
2711	45877	123287
2712	45896	123274
2713	45913	123260
2714	45923	123224
2715	45934	123190
2716	45956	123186
2717	45968	123157
2718	45977	123119
2719	45993	123099
2720	46013	123092
2721	46026	123063
2722	46046	123056
2723	46067	123048
2724	46088	123042
2725	46102	123018
2726	46126	123021
2727	46140	122996
2728	46160	122986
2729	46169	122949
2730	46186	122932
2731	46200	122907
2732	46218	122895
2733	46227	122857
2734	46244	122839
2735	46256	122808
2736	46275	122797
2737	46292	122781
2738	46359	122897
2739	46418	122992
2740	46429	122960
2741	46449	122949
2742	46467	122935
2743	46484	122920
2744	46495	122887
2745	46504	122849
2746	46522	122833
2747	46540	122820
2748	46549	122783
2749	46560	122750
2750	46577	122733
2751	46591	122708
2752	46604	122681
2753	46613	122643
2754	46627	122619
2755	46640	122593
2756	46658	122578
2757	46667	122540
2758	46680	122513
2759	46698	122497
2760	46707	122461
2761	46718	122428
2762	46731	122400
2763	46747	122382
2764	46763	122364
2765	46773	122327
2766	46785	122299
2767	46799	122272
2768	46812	122247
2769	46821	122210
2770	46839	122194
2771	46852	122167
2772	46868	122149
2773	46886	122133
2774	46906	122126
2775	46923	122109
2776	46941	122094
2777	46958	122079
2778	46969	122046
2779	46986	122028
2780	47003	122012
2781	47015	121983
2782	47031	121964
2783	47050	121952
2784	47066	121934
2785	47083	121917
2786	47101	121902
2787	47118	121886
2788	47129	121855
2789	47147	121839
2790	47164	121823
2791	47175	121791
2792	47193	121775
2793	47209	121758
2794	47218	121721
2795	47230	121690
2796	47246	121671
2797	47258	121641
2798	47274	121622
2799	47290	121603
2800	47312	121600
2801	47329	121582
2802	47338	121545
2803	47355	121530
2804	47479	121787
2805	47497	121774
2806	47507	121739
2807	47519	121710
2808	47538	121698
2809	47556	121682
2810	47563	121641
2811	47571	121601
2812	47588	121584
2813	47598	121549
2814	47614	121531
2815	47632	121516
2816	47639	121474
2817	47655	121454
2818	47672	121437
2819	47689	121423
2820	47707	121408
2821	47724	121390
2822	47733	121353
2823	47742	121317
2824	47758	121297
2825	47775	121280
2826	47791	121263
2827	47801	121226
2828	47817	121209
2829	47834	121190
2830	47843	121154
2831	47861	121141
2832	47878	121125
2833	47895	121108
2834	47909	121082
2835	47925	121064
2836	47943	121051
2837	47951	121010
2838	47967	120991
2839	47984	120975
2840	48001	120957
2841	48012	120925
2842	48019	120883
2843	48030	120852
2844	48046	120833
2845	48062	120815
2846	48079	120798
2847	48086	120755
2848	48105	120744
2849	48115	120710
2850	48133	120696
2851	48154	120690
2852	48166	120662
2853	48173	120620
2854	48190	120603
2855	48208	120587
2856	48225	120571
2857	48242	120556
2858	48259	120539
2859	48275	120521
2860	48292	120504
2861	48310	120488
2862	48319	120452
2863	48337	120439
2864	48351	120414
2865	48367	120396
2866	48384	120379
2867	48401	120362
2868	48418	120346
2869	48426	120306
2870	48482	120387
2871	48546	120486
2872	48558	120458
2873	48578	120449
2874	48599	120441
2875	48606	120400
2876	48622	120381
2877	48635	120356
2878	48642	120314
2879	48659	120296
2880	48668	120259
2881	48683	120240
2882	48700	120223
2883	48717	120206
2884	48736	120193
2885	48742	120151
2886	48760	120135
2887	48774	120111
2888	48785	120081
2889	48793	120042
2890	48800	120001
2891	48809	119965
2892	48830	119958
2893	48840	119923
2894	48857	119908
2895	48865	119868
2896	48874	119832
2897	48898	119833
2898	48918	119823
2899	48931	119798
2900	48951	119788
2901	48971	119778
2902	48984	119753
2903	49004	119743
2904	49014	119709
2905	49033	119698
2906	49051	119683
2907	49070	119673
2908	49090	119662
2909	49097	119622
2910	49115	119609
2911	49127	119580
2912	49135	119540
2913	49153	119527
2914	49172	119514
2915	49190	119501
2916	49202	119472
2917	49221	119461
2918	49241	119450
2919	49260	119440
2920	49268	119402
2921	49291	119398
2922	49301	119366
2923	49311	119333
2924	49319	119293
2925	49338	119283
2926	49346	119244
2927	49354	119204
2928	49373	119195
2929	49393	119184
2930	49403	119150
2931	49410	119110
2932	49418	119071
2933	49436	119058
2934	49445	119023
2935	49464	119011
2936	49474	118978
2937	49538	119073
2938	49589	119139
2939	49609	119131
2940	49620	119099
2941	49629	119064
2942	49653	119064
2943	49681	119074
2944	49703	119070
2945	49732	119081
2946	49750	119068
2947	49758	119028
2948	49780	119023
2949	49798	119009
2950	49805	118969
2951	49824	118957
2952	49843	118944
2953	49851	118906
2954	49867	118889
2955	49874	118848
2956	49883	118812
2957	49891	118774
2958	49907	118755
2959	49934	118762
2960	49955	118755
2961	49972	118739
2962	49990	118726
2963	49998	118686
2964	50014	118668
2965	50032	118654
2966	50039	118614
2967	50055	118594
2968	50072	118577
2969	50088	118560
2970	50106	118544
2971	50122	118527
2972	50139	118509
2973	50155	118492
2974	50172	118475
2975	50180	118436
2976	50187	118397
2977	50196	118361
2978	50212	118342
2979	50219	118302
2980	50230	118270
2981	50236	118229
2982	50254	118215
2983	50261	118175
2984	50280	118163
2985	50297	118146
2986	50304	118107
2987	50320	118088
2988	50338	118073
2989	50355	118057
2990	50372	118040
2991	50388	118022
2992	50397	117987
2993	50414	117969
2994	50431	117954
2995	50448	117937
2996	50455	117898
2997	50471	117878
2998	50480	117844
2999	50499	117831
3000	50517	117817
3001	50532	117796
3002	50548	117778
3003	50557	117744
3004	50619	117831
3005	50662	117875
3006	50680	117861
3007	50691	117830
3008	50703	117803
3009	50725	117797
3010	50733	117760
3011	50747	117736
3012	50764	117719
3013	50780	117701
3014	50787	117661
3015	50795	117625
3016	50812	117607
3017	50829	117590
3018	50838	117557
3019	50854	117538
3020	50863	117503
3021	50872	117467
3022	50888	117449
3023	50895	117409
3024	50901	117368
3025	50917	117349
3026	50926	117314
3027	50950	117313
3028	50966	117295
3029	50983	117279
3030	50997	117254
3031	51013	117236
3032	51030	117219
3033	51047	117202
3034	51064	117186
3035	51073	117152
3036	51090	117135
3037	51107	117120
3038	51124	117102
3039	51140	117085
3040	51158	117071
3041	51178	117060
3042	51186	117024
3043	51197	116993
3044	51210	116968
3045	51227	116952
3046	51244	116934
3047	51255	116906
3048	51272	116889
3049	51282	116856
3050	51292	116825
3051	51299	116785
3052	51312	116759
3053	51321	116724
3054	51337	116705
3055	51354	116689
3056	51370	116671
3057	51387	116656
3058	51404	116639
3059	51421	116621
3060	51443	116616
3061	51452	116583
3062	51459	116543
3063	51469	116511
3064	51479	116480
3065	51488	116444
3066	51495	116406
3067	51504	116372
3068	51521	116356
3069	51535	116331
3070	51543	116296
3071	51559	116277
3072	51576	116260
3073	51587	116230
3074	51603	116212
3075	51610	116175
3076	51746	116425
3077	51767	116417
3078	51787	116408
3079	51798	116377
3080	51809	116347
3081	51826	116332
3082	51845	116319
3083	51878	116340
3084	51885	116301
3085	51901	116282
3086	51910	116248
3087	51918	116212
3088	51925	116172
3089	51934	116139
3090	51951	116121
3091	51958	116083
3092	51974	116064
3093	51991	116047
3094	52000	116013
3095	52016	115995
3096	52033	115978
3097	52050	115961
3098	52067	115945
3099	52083	115928
3100	52091	115890
3101	52097	115850
3102	52105	115815
3103	52114	115780
3104	52123	115745
3105	52133	115713
3106	52141	115678
3107	52148	115638
3108	52164	115620
3109	52171	115583
3110	52188	115566
3111	52196	115529
3112	52213	115514
3113	52230	115497
3114	52247	115480
3115	52258	115451
3116	52267	115416
3117	52273	115377
3118	52282	115343
3119	52290	115307
3120	52306	115287
3121	52317	115258
3122	52333	115241
3123	52350	115224
3124	52361	115195
3125	52368	115156
3126	52377	115123
3127	52393	115104
3128	52402	115071
3129	52419	115054
3130	52426	115016
3131	52432	114977
3132	52449	114959
3133	52460	114931
3134	52467	114892
3135	52483	114875
3136	52501	114860
3137	52510	114826
3138	52519	114792
3139	52529	114762
3140	52543	114738
3141	52552	114705
3142	52561	114671
3143	52578	114655
3144	52587	114621
3145	52594	114584
3146	52611	114567
3147	52631	114558
3148	52649	114544
3149	52665	114527
3150	52683	114511
3151	52690	114474
3152	52757	114566
3153	52816	114642
3154	52824	114606
3155	52844	114596
3156	52862	114583
3157	52871	114548
3158	52889	114534
3159	52902	114509
3160	52908	114471
3161	52924	114452
3162	52935	114423
3163	52942	114385
3164	52958	114366
3165	52965	114329
3166	52973	114294
3167	52989	114275
3168	52998	114241
3169	53014	114223
3170	53021	114185
3171	53027	114146
3172	53036	114113
3173	53045	114079
3174	53061	114061
3175	53070	114028
3176	53079	113995
3177	53089	113962
3178	53095	113924
3179	53111	113905
3180	53129	113891
3181	53136	113854
3182	53152	113836
3183	53163	113806
3184	53183	113796
3185	53191	113761
3186	53198	113725
3187	53220	113720
3188	53239	113708
3189	53258	113696
3190	53266	113660
3191	53284	113647
3192	53292	113611
3193	53299	113575
3194	53309	113544
3195	53328	113531
3196	53338	113501
3197	53348	113469
3198	53356	113434
3199	53374	113421
3200	53382	113385
3201	53401	113373
3202	53419	113359
3203	53426	113322
3204	53445	113311
3205	53455	113280
3206	53474	113268
3207	53485	113238
3208	53495	113208
3209	53514	113196
3210	53532	113184
3211	53551	113170
3212	53566	113150
3213	53574	113117
3214	53594	113106
3215	53602	113072
3216	53621	113060
3217	53640	113048
3218	53650	113018
3219	53669	113005
3220	53688	112993
3221	53702	112972
3222	53720	112957
