iter	RMSE
1665	2.333931577
1666	2.333026228
1667	2.333025096
1668	2.333023092
1669	2.33301217
1670	2.332950536
1671	2.332923113
1672	2.332912327
1673	2.332596669
1674	2.332596236
1675	2.331231661
1676	2.331217891
1677	2.3312043
1678	2.331200951
1679	2.33120058
1680	2.331199771
1681	2.330204189
1682	2.330090294
1683	2.330087066
1684	2.3300855
1685	2.330067507
1686	2.329844373
1687	2.329843278
1688	2.329686444
1689	2.329685963
1690	2.329683713
1691	2.32966488
1692	2.329634791
1693	2.329491045
1694	2.329298385
1695	2.329297975
1696	2.327344045
1697	2.327048213
1698	2.327047847
1699	2.327030675
1700	2.327015261
1701	2.326710805
1702	2.325124808
1703	2.323253007
1704	2.323252935
1705	2.323250604
1706	2.323247434
1707	2.323247087
1708	2.322895954
1709	2.322895593
1710	2.322861418
1711	2.32285683
1712	2.322438574
1713	2.322365015
1714	2.321446999
1715	2.32112384
1716	2.319478614
1717	2.319180801
1718	2.319177146
1719	2.319148021
1720	2.319146693
1721	2.319091899
1722	2.319042095
1723	2.31903863
1724	2.319029311
1725	2.318732892
1726	2.318443372
1727	2.317158481
1728	2.317157194
1729	2.317153762
1730	2.317137642
1731	2.316733027
1732	2.316732278
1733	2.316449237
1734	2.316410965
1735	2.316195357
1736	2.316174041
1737	2.314709363
1738	2.314708683
1739	2.314702913
1740	2.314672611
1741	2.31436596
1742	2.314278806
1743	2.314277301
1744	2.31367565
1745	2.313675332
1746	2.313674996
1747	2.313674615
1748	2.313674264
1749	2.313396169
1750	2.313243084
1751	2.312903907
1752	2.312900511
1753	2.312900198
1754	2.312243138
1755	2.312241421
1756	2.312067364
1757	2.312057973
1758	2.312047747
1759	2.312044784
1760	2.311769594
1761	2.311766518
1762	2.311763199
1763	2.310948915
1764	2.310629509
1765	2.310563869
1766	2.310263402
1767	2.310231469
1768	2.310226984
1769	2.310178625
1770	2.309882073
1771	2.309881705
1772	2.309705803
1773	2.309702499
1774	2.309693534
1775	2.309260885
1776	2.309095362
1777	2.309095185
1778	2.308317916
1779	2.30831767
1780	2.308317426
1781	2.308317153
1782	2.308315513
1783	2.307989936
1784	2.307986928
1785	2.307956161
1786	2.307945428
1787	2.307942405
1788	2.307942125
1789	2.307893349
1790	2.307884008
1791	2.306205018
1792	2.306203049
1793	2.305904996
1794	2.305903376
1795	2.305847471
1796	2.305833679
1797	2.305833314
1798	2.30537059
1799	2.305334132
1800	2.304987317
1801	2.304987066
1802	2.30379137
1803	2.3029242
1804	2.302917313
1805	2.302915718
1806	2.302912435
1807	2.302603189
1808	2.302602912
1809	2.302598916
1810	2.302598537
1811	2.302596837
1812	2.30138617
1813	2.301302048
1814	2.301301748
1815	2.30130021
1816	2.301266885
1817	2.301265356
1818	2.301085444
1819	2.301051047
1820	2.300996162
1821	2.300858545
1822	2.300834831
1823	2.300800892
1824	2.30078818
1825	2.300785492
1826	2.30076747
1827	2.30059194
1828	2.300591703
1829	2.30059048
1830	2.299544383
1831	2.299543163
1832	2.299194415
1833	2.29919115
1834	2.297937175
1835	2.296916894
1836	2.296916527
1837	2.296713087
1838	2.29645281
1839	2.296437585
1840	2.296359902
1841	2.296355484
1842	2.29626633
1843	2.295003879
1844	2.294783773
1845	2.293318308
1846	2.293317617
1847	2.293300684
1848	2.293299453
1849	2.293298757
1850	2.292176744
1851	2.292173366
1852	2.292147934
1853	2.292147565
1854	2.292142688
1855	2.290920705
1856	2.29092002
1857	2.2909174
1858	2.290865877
1859	2.290848765
1860	2.290836422
1861	2.290588998
1862	2.290584479
1863	2.290387989
1864	2.290133113
1865	2.288724007
1866	2.288720957
1867	2.288719439
1868	2.288508348
1869	2.288489402
1870	2.287793018
1871	2.287777028
1872	2.28748407
1873	2.286818083
1874	2.286225293
1875	2.286221205
1876	2.286191886
1877	2.2861915
1878	2.286169443
1879	2.285235029
1880	2.284111935
1881	2.284111919
1882	2.283796293
1883	2.283735105
1884	2.283410802
1885	2.283272981
1886	2.283015013
1887	2.282831047
1888	2.28195822
1889	2.281945835
1890	2.281943653
1891	2.281841273
1892	2.281742906
1893	2.281697847
1894	2.281696358
1895	2.280855674
1896	2.280493397
1897	2.280492519
1898	2.280489079
1899	2.280487613
1900	2.28045403
1901	2.279703028
1902	2.279702172
1903	2.279686992
1904	2.279681345
1905	2.27968021
1906	2.27943198
1907	2.279157988
1908	2.278504293
1909	2.278503778
1910	2.278435838
1911	2.278400277
1912	2.278088214
1913	2.277911397
1914	2.276946572
1915	2.276945085
1916	2.276944734
1917	2.276696089
1918	2.276695595
1919	2.276603773
1920	2.276537323
1921	2.276502024
1922	2.276433625
1923	2.276371224
1924	2.27524808
1925	2.275247519
1926	2.275246054
1927	2.275029001
1928	2.275011231
1929	2.274335697
1930	2.27431565
1931	2.274251188
1932	2.274236435
1933	2.274228307
1934	2.274210625
1935	2.274059017
1936	2.273744534
1937	2.273481198
1938	2.273477849
1939	2.27334887
1940	2.273345592
1941	2.273338282
1942	2.273068603
1943	2.273065512
1944	2.272747545
1945	2.272738187
1946	2.272735609
1947	2.272473795
1948	2.272473078
1949	2.272424332
1950	2.272158562
1951	2.272153082
1952	2.271893742
1953	2.270551771
1954	2.270545575
1955	2.270151801
1956	2.270145342
1957	2.270143726
1958	2.270143134
1959	2.269967212
1960	2.269707871
1961	2.269656652
1962	2.269543023
1963	2.269543016
1964	2.269336148
1965	2.269082777
1966	2.269082433
1967	2.269080627
1968	2.268894928
1969	2.268643445
1970	2.268408979
1971	2.26783555
1972	2.267770554
1973	2.26635912
1974	2.266343543
1975	2.26633805
1976	2.266336088
1977	2.265526412
1978	2.265297238
1979	2.265049476
1980	2.265047377
1981	2.264429716
1982	2.264314618
1983	2.264029261
1984	2.26402823
1985	2.264026174
1986	2.26401302
1987	2.263958472
1988	2.263922498
1989	2.263922486
1990	2.263786843
1991	2.263785285
1992	2.263614872
1993	2.263403092
1994	2.26338884
1995	2.262303472
1996	2.262287113
1997	2.262091916
1998	2.262080025
1999	2.260653587
2000	2.2606506
2001	2.260597625
2002	2.260565948
2003	2.260315349
2004	2.260269992
2005	2.260261514
2006	2.260228112
2007	2.26001982
2008	2.260017638
2009	2.258963558
2010	2.258950659
2011	2.258732501
2012	2.258730079
2013	2.25872788
2014	2.257412128
2015	2.257399668
2016	2.25730117
2017	2.257190655
2018	2.256770938
2019	2.25665198
2020	2.256646323
2021	2.256611564
2022	2.256396252
2023	2.25639348
2024	2.256391362
2025	2.256377688
2026	2.255470729
2027	2.255424342
2028	2.255395363
2029	2.255387328
2030	2.254538194
2031	2.254522879
2032	2.254521672
2033	2.254519696
2034	2.254518213
2035	2.254437133
2036	2.254222888
2037	2.254090396
2038	2.254088376
2039	2.253712309
2040	2.253500544
2041	2.253454498
2042	2.253416983
2043	2.253415533
2044	2.252339819
2045	2.252306782
2046	2.2522937
2047	2.252274248
2048	2.251346161
2049	2.251341239
2050	2.251338386
2051	2.251335583
2052	2.251333564
2053	2.251227315
2054	2.251224462
2055	2.251215381
2056	2.250732862
2057	2.250730058
2058	2.250728286
2059	2.250635494
2060	2.250626968
2061	2.249784477
2062	2.249779272
2063	2.249713582
2064	2.249605323
2065	2.249488393
2066	2.249118244
2067	2.248947769
2068	2.248934663
2069	2.248929489
2070	2.248688838
2071	2.248687103
2072	2.248475409
2073	2.248392236
2074	2.248370385
2075	2.248368467
2076	2.248209796
2077	2.248204374
2078	2.248179074
2079	2.247815579
2080	2.246902886
2081	2.246871044
2082	2.246649082
2083	2.246607242
2084	2.246606101
2085	2.24621401
2086	2.243489941
2087	2.243074661
2088	2.242952472
2089	2.242949285
2090	2.242946005
2091	2.242945096
2092	2.242944034
2093	2.242941325
2094	2.242938197
2095	2.242788908
2096	2.241732153
2097	2.241642997
2098	2.241388227
2099	2.241386053
2100	2.241242144
2101	2.241057208
2102	2.241056192
2103	2.240804213
2104	2.23967022
2105	2.239667552
2106	2.239657225
2107	2.239654169
2108	2.239412454
2109	2.239388976
2110	2.239079637
2111	2.23895897
2112	2.238955312
2113	2.238856777
2114	2.238855641
2115	2.238764544
2116	2.238636052
2117	2.238636044
2118	2.238634224
2119	2.238434866
2120	2.238188786
2121	2.238170342
2122	2.238170333
2123	2.238146957
2124	2.237986184
2125	2.237968875
2126	2.237965481
2127	2.23638112
2128	2.236353619
2129	2.236241499
2130	2.236240085
2131	2.2361497
2132	2.236077399
2133	2.236074687
2134	2.235882601
2135	2.23586992
2136	2.235864451
2137	2.235848903
2138	2.235532465
2139	2.235530678
2140	2.235485855
2141	2.235476628
2142	2.234939932
2143	2.234838418
2144	2.234836533
2145	2.234766445
2146	2.234766118
2147	2.233390514
2148	2.233193031
2149	2.233191843
2150	2.2330219
2151	2.233016637
2152	2.232303481
2153	2.231713923
2154	2.231711485
2155	2.231709395
2156	2.231249203
2157	2.231213729
2158	2.230504191
2159	2.230393092
2160	2.230241494
2161	2.229634893
2162	2.229170117
2163	2.229168754
2164	2.229165938
2165	2.228958099
2166	2.228839122
2167	2.228713582
2168	2.228522159
2169	2.228494357
2170	2.228404278
2171	2.228218202
2172	2.228027977
2173	2.228022243
2174	2.227953323
2175	2.227941352
2176	2.227941023
2177	2.227343994
2178	2.227132502
2179	2.227120557
2180	2.227075331
2181	2.227074218
2182	2.227064766
2183	2.227062919
2184	2.226974024
2185	2.22697227
2186	2.226764131
2187	2.226757576
2188	2.226757046
2189	2.226679644
2190	2.2266733
2191	2.226622992
2192	2.226275391
2193	2.226256446
2194	2.226025984
2195	2.225998664
2196	2.225901954
2197	2.225800113
2198	2.225349582
2199	2.225149283
2200	2.225148409
2201	2.225148073
2202	2.224948747
2203	2.224693024
2204	2.22469269
2205	2.224690561
2206	2.224232583
2207	2.224023453
2208	2.224023121
2209	2.222736399
2210	2.222729942
2211	2.222727844
2212	2.222469054
2213	2.222468204
2214	2.222407559
2215	2.221686633
2216	2.221628588
2217	2.221621424
2218	2.22162108
2219	2.221467196
2220	2.221121924
2221	2.221095081
2222	2.221093242
2223	2.220532398
2224	2.220356249
2225	2.220273066
2226	2.220261704
2227	2.220260748
2228	2.220259852
2229	2.219456236
2230	2.218932841
2231	2.218738456
2232	2.218612786
2233	2.218589756
2234	2.218587774
2235	2.218572754
2236	2.217854525
2237	2.217854177
2238	2.21784924
2239	2.217799706
2240	2.217799359
2241	2.217563124
2242	2.217261801
2243	2.217222332
2244	2.217148751
2245	2.216940036
2246	2.216928011
2247	2.21663817
2248	2.216619613
2249	2.216594183
2250	2.216591863
2251	2.216357892
2252	2.2161339
2253	2.215643915
2254	2.215641552
2255	2.215639212
2256	2.215528418
2257	2.215526453
2258	2.214515468
2259	2.214513732
2260	2.21451335
2261	2.214166066
2262	2.213989147
2263	2.213979079
2264	2.213956465
2265	2.213951562
2266	2.212997598
2267	2.212808001
2268	2.212804232
2269	2.212803123
2270	2.212800676
2271	2.212642104
2272	2.212610276
2273	2.211492291
2274	2.211174126
2275	2.210992848
2276	2.210991396
2277	2.210988255
2278	2.210982026
2279	2.21098123
2280	2.210964289
2281	2.21094755
2282	2.21094545
2283	2.2107598
2284	2.210756352
2285	2.210753277
2286	2.210741593
2287	2.210718821
2288	2.210715433
2289	2.210622772
2290	2.210529226
2291	2.210487006
2292	2.210397123
2293	2.210396227
2294	2.210394784
2295	2.210387469
2296	2.210235588
2297	2.210234124
2298	2.208285553
2299	2.208211548
2300	2.208121297
2301	2.207938444
2302	2.207937471
2303	2.20785189
2304	2.207753648
2305	2.207742078
2306	2.207731954
2307	2.207605104
2308	2.207108226
2309	2.207105977
2310	2.207028836
2311	2.206744557
2312	2.205926659
2313	2.205894523
2314	2.205894181
2315	2.205439157
2316	2.205280566
2317	2.205082339
2318	2.204089578
2319	2.204014577
2320	2.204014569
2321	2.203229383
2322	2.203209597
2323	2.20304842
2324	2.203041913
2325	2.203040789
2326	2.203014906
2327	2.202935681
2328	2.202842415
2329	2.202840978
2330	2.202840561
2331	2.202494987
2332	2.202479553
2333	2.202478239
2334	2.202473022
2335	2.202471568
2336	2.202371098
2337	2.202301255
2338	2.202290951
2339	2.202289482
2340	2.202273793
2341	2.202271192
2342	2.202270412
2343	2.202236655
2344	2.202126727
2345	2.202125521
2346	2.202105644
2347	2.202099163
2348	2.202098747
2349	2.202022814
2350	2.20094074
2351	2.200922633
2352	2.200921354
2353	2.200829087
2354	2.199697196
2355	2.199657235
2356	2.199387607
2357	2.199386385
2358	2.199298554
2359	2.19885321
2360	2.198843657
2361	2.198842185
2362	2.198806741
2363	2.198562856
2364	2.198459504
2365	2.198376752
2366	2.1982835
2367	2.198249545
2368	2.198211071
2369	2.198208295
2370	2.1982071
2371	2.198201985
2372	2.198195829
2373	2.198194437
2374	2.198192224
2375	2.198137428
2376	2.198132393
2377	2.197227458
2378	2.197219187
2379	2.197199307
2380	2.197173208
2381	2.197169092
2382	2.197162104
2383	2.197070287
2384	2.196833814
2385	2.196816598
2386	2.196795278
2387	2.196793983
2388	2.19502294
2389	2.19501876
2390	2.195018411
2391	2.194699423
2392	2.194697982
2393	2.19468083
2394	2.194676884
2395	2.194665444
2396	2.194659172
2397	2.194658266
2398	2.194639769
2399	2.194638805
2400	2.1946376
2401	2.194631207
2402	2.194579332
2403	2.194573542
2404	2.19451291
2405	2.194495996
2406	2.194491902
2407	2.194489956
2408	2.194487143
2409	2.194485779
2410	2.194314972
2411	2.194309365
2412	2.194262783
2413	2.194070671
2414	2.194069873
2415	2.194069425
2416	2.194067862
2417	2.194016733
2418	2.193979605
2419	2.193973727
2420	2.193953032
2421	2.193947162
2422	2.193943329
2423	2.193940628
2424	2.193940185
2425	2.193765958
2426	2.19339513
2427	2.193026972
2428	2.193026114
2429	2.193025679
2430	2.192556393
2431	2.192395624
2432	2.191355102
2433	2.190981782
2434	2.190909592
2435	2.190832816
2436	2.190692371
2437	2.190689488
2438	2.190674623
2439	2.190615812
2440	2.190612219
2441	2.190552968
2442	2.190551543
2443	2.190229631
2444	2.190221747
2445	2.190205121
2446	2.190204689
2447	2.189929416
2448	2.189807413
2449	2.189639602
2450	2.189636471
2451	2.189238892
2452	2.189184448
2453	2.189117248
2454	2.189116793
2455	2.188934596
2456	2.188738001
2457	2.188721565
2458	2.188719259
2459	2.188060273
2460	2.188059807
2461	2.188059344
2462	2.188048462
2463	2.188038924
2464	2.187191759
2465	2.187099022
2466	2.186819465
2467	2.186664216
2468	2.186662727
2469	2.186558728
2470	2.186557303
2471	2.186555607
2472	2.186552465
2473	2.186483306
2474	2.186470909
2475	2.186469219
2476	2.186071642
2477	2.185882197
2478	2.185877064
2479	2.185811617
2480	2.185763964
2481	2.185686896
2482	2.18568515
2483	2.185393774
2484	2.185390684
2485	2.185353906
2486	2.18531236
2487	2.185312068
2488	2.185294543
2489	2.184368095
2490	2.184366861
2491	2.184357485
2492	2.184304276
2493	2.184238639
2494	2.183234783
2495	2.183173879
2496	2.183014248
2497	2.182979058
2498	2.182726272
2499	2.182723222
2500	2.182720259
2501	2.182710814
2502	2.182497279
2503	2.182064498
2504	2.182063448
2505	2.182026633
2506	2.181909273
2507	2.181900277
2508	2.181899033
2509	2.181890098
2510	2.181880936
2511	2.181878127
2512	2.181379722
2513	2.181377579
2514	2.181199636
2515	2.18119749
2516	2.181183092
2517	2.181124974
2518	2.1811063
2519	2.181074439
2520	2.181073752
2521	2.181070954
2522	2.180836762
2523	2.180658709
2524	2.180647692
2525	2.180631529
2526	2.180448308
2527	2.180444922
2528	2.180394786
2529	2.1801726
2530	2.180170897
2531	2.180168999
2532	2.180150897
2533	2.180146135
2534	2.179177099
2535	2.179060475
2536	2.179057893
2537	2.178873873
2538	2.178871371
2539	2.178868845
2540	2.178256488
2541	2.177118747
2542	2.177116262
2543	2.177114116
2544	2.176858547
2545	2.176856812
2546	2.176806757
2547	2.176480694
2548	2.176480042
2549	2.176429621
2550	2.176390468
2551	2.176388109
2552	2.176387471
2553	2.176386839
2554	2.176378629
2555	2.176370474
2556	2.176360289
2557	2.176357911
2558	2.176355561
2559	2.175324905
2560	2.175322631
2561	2.17531464
2562	2.175234121
2563	2.175226276
2564	2.175225984
2565	2.175225695
2566	2.175223549
2567	2.175215577
2568	2.175213403
2569	2.174684369
2570	2.174682276
2571	2.17467241
2572	2.174654141
2573	2.174412756
2574	2.174410634
2575	2.17440291
2576	2.174395235
2577	2.174351944
2578	2.174337504
2579	2.173994638
2580	2.173985083
2581	2.173970576
2582	2.173488859
2583	2.173407766
2584	2.173395947
2585	2.17323351
2586	2.17315778
2587	2.17315687
2588	2.173073914
2589	2.172860555
2590	2.172803007
2591	2.172797238
2592	2.172758172
2593	2.172707149
2594	2.172705746
2595	2.172695207
2596	2.172693152
2597	2.172691861
2598	2.172689848
2599	2.172680478
2600	2.172678488
2601	2.172153322
2602	2.17215241
2603	2.172143095
2604	2.172076011
2605	2.172055235
2606	2.172001294
2607	2.171965481
2608	2.171880947
2609	2.171795173
2610	2.17179322
2611	2.171788827
2612	2.171781796
2613	2.17178088
2614	2.171779681
2615	2.171737635
2616	2.171530558
2617	2.171494804
2618	2.171291279
2619	2.171278371
2620	2.171262284
2621	2.171261379
2622	2.171260046
2623	2.171224202
2624	2.171223825
2625	2.171223452
2626	2.171022483
2627	2.171015444
2628	2.171011188
2629	2.171006917
2630	2.17099104
2631	2.170989148
2632	2.170987854
2633	2.170887308
2634	2.17088306
2635	2.170881206
2636	2.170734542
2637	2.170725896
2638	2.170693417
2639	2.17068556
2640	2.170643029
2641	2.170639718
2642	2.17063801
2643	2.170573757
2644	2.170530651
2645	2.170454859
2646	2.170444083
2647	2.169786039
2648	2.169745058
2649	2.169742417
2650	2.16974059
2651	2.169739152
2652	2.169479849
2653	2.169320657
2654	2.169318977
2655	2.169317372
2656	2.16930728
2657	2.169306446
2658	2.169262003
2659	2.16921334
2660	2.168713007
2661	2.168712741
2662	2.168320935
2663	2.167021855
2664	2.167020872
2665	2.167019262
2666	2.167017567
2667	2.167017296
2668	2.167017028
2669	2.164240631
2670	2.164240384
2671	2.164199605
2672	2.162889039
2673	2.162888798
2674	2.162888558
2675	2.162835977
2676	2.162814331
2677	2.162813008
2678	2.162811703
2679	2.162810626
2680	2.162809286
2681	2.162809049
2682	2.162782793
2683	2.162609234
2684	2.162609001
2685	2.162608769
2686	2.162608724
2687	2.162607228
2688	2.162405303
2689	2.162405074
2690	2.162404846
2691	2.162404619
2692	2.162404394
2693	2.162321096
2694	2.162281363
2695	2.162200042
2696	2.162198388
2697	2.16219695
2698	2.162196728
2699	2.162195314
2700	2.162193859
2701	2.162147309
2702	2.162112209
2703	2.16202779
2704	2.16202757
2705	2.162027461
2706	2.162015791
2707	2.161974472
2708	2.161973101
2709	2.161813617
2710	2.161813398
2711	2.161738222
2712	2.161548833
2713	2.161546647
2714	2.161546427
2715	2.161545281
2716	2.161506375
2717	2.161505208
2718	2.161504985
2719	2.161503642
2720	2.161500501
2721	2.16150028
2722	2.161351588
2723	2.160712564
2724	2.160376418
2725	2.160376194
2726	2.160201142
2727	2.160200003
2728	2.160157768
2729	2.160157543
2730	2.160117681
2731	2.160116553
2732	2.159951653
2733	2.159951429
2734	2.159914628
2735	2.159913359
2736	2.159912216
2737	2.159908388
2738	2.159872392
2739	2.159871253
2740	2.159870157
2741	2.159057525
2742	2.159056159
2743	2.158984686
2744	2.158983559
2745	2.158982497
2746	2.158689703
2747	2.158476328
2748	2.158476097
2749	2.158473295
2750	2.15847207
2751	2.158470843
2752	2.158469599
2753	2.158468567
2754	2.158467352
2755	2.158466143
2756	2.158460867
2757	2.158460638
2758	2.158459436
2759	2.158328935
2760	2.158328711
2761	2.158327556
2762	2.158326364
2763	2.158288227
2764	2.158287033
2765	2.158286811
2766	2.158285661
2767	2.158274702
2768	2.158273533
2769	2.158273313
2770	2.158270372
2771	2.158269207
2772	2.158230045
2773	2.158224835
2774	2.158195071
2775	2.15803645
2776	2.157999084
2777	2.157965777
2778	2.15796475
2779	2.157921145
2780	2.157869764
2781	2.157868759
2782	2.157825947
2783	2.157670844
2784	2.157546021
2785	2.157544882
2786	2.157542035
2787	2.15753943
2788	2.157539215
2789	2.15744672
2790	2.157443939
2791	2.15744247
2792	2.157436642
2793	2.156925646
2794	2.156925445
2795	2.156925239
2796	2.156917544
2797	2.156916594
2798	2.156572213
2799	2.156544873
2800	2.15653242
2801	2.156470977
2802	2.156470783
2803	2.156435414
2804	2.156399686
2805	2.156363388
2806	2.156363209
2807	2.156362286
2808	2.156320296
2809	2.15610877
2810	2.156108605
2811	2.156108435
2812	2.155759419
2813	2.155758855
2814	2.155591851
2815	2.155590718
2816	2.155590562
2817	2.155446569
2818	2.155436976
2819	2.155411397
2820	2.15533861
2821	2.155202551
2822	2.155201717
2823	2.155201208
2824	2.154869091
2825	2.154847642
2826	2.15468228
2827	2.154682078
2828	2.154523448
2829	2.154490066
2830	2.154490033
2831	2.154463925
2832	2.154362375
2833	2.154322484
2834	2.154320608
2835	2.154258444
2836	2.15410967
2837	2.15410952
2838	2.154075595
2839	2.154072575
2840	2.153871572
2841	2.153870738
2842	2.15387059
2843	2.153870076
2844	2.153739542
2845	2.15373691
2846	2.153698337
2847	2.153698188
2848	2.153474423
2849	2.153473953
2850	2.153437148
2851	2.153267831
2852	2.153267301
2853	2.153266959
2854	2.153233882
2855	2.153231247
2856	2.153211885
2857	2.153138271
2858	2.153080396
2859	2.153016283
2860	2.153014369
2861	2.153007228
2862	2.153006776
2863	2.152955177
2864	2.152938191
2865	2.152691972
2866	2.152631395
2867	2.152356472
2868	2.151752758
2869	2.151752609
2870	2.151747261
2871	2.151571083
2872	2.15157024
2873	2.151545358
2874	2.151520788
2875	2.15152064
2876	2.151513143
2877	2.151511263
2878	2.151511117
2879	2.15117372
2880	2.151172932
2881	2.151097121
2882	2.150770909
2883	2.150746893
2884	2.150735565
2885	2.150735424
2886	2.15064491
2887	2.150643124
2888	2.150642616
2889	2.150642475
2890	2.150642334
2891	2.150641947
2892	2.150321205
2893	2.150320835
2894	2.150230295
2895	2.150230153
2896	2.150229807
2897	2.150227901
2898	2.150226242
2899	2.150225455
2900	2.148824344
2901	2.148822373
2902	2.148821906
2903	2.148776324
2904	2.148775968
2905	2.148618354
2906	2.148483992
2907	2.148357029
2908	2.148334585
2909	2.148334448
2910	2.148157814
2911	2.148157368
2912	2.148157233
2913	2.147890147
2914	2.147293635
2915	2.147011004
2916	2.147010293
2917	2.14700851
2918	2.146852916
2919	2.146718375
2920	2.146718236
2921	2.146718098
2922	2.146717444
2923	2.146717205
2924	2.146717068
2925	2.146691102
2926	2.146690964
2927	2.146690828
2928	2.146346632
2929	2.145984926
2930	2.145984719
2931	2.145984543
2932	2.145984413
2933	2.145952109
2934	2.145951913
2935	2.145710677
2936	2.145710379
2937	2.14545808
2938	2.145457952
2939	2.145457812
2940	2.145457648
2941	2.14545752
2942	2.145413057
2943	2.145379919
2944	2.145377614
2945	2.145375913
2946	2.145254567
2947	2.14525445
2948	2.145227676
2949	2.145225975
2950	2.145225863
2951	2.145087072
2952	2.145068524
2953	2.145068402
2954	2.144835159
2955	2.144835026
2956	2.1448349
2957	2.144834745
2958	2.14475629
2959	2.14463378
2960	2.144631934
2961	2.14449487
2962	2.144297287
2963	2.144297166
2964	2.144259148
2965	2.144101292
2966	2.144101176
2967	2.143827529
2968	2.143495823
2969	2.142753707
2970	2.142750334
2971	2.142577673
2972	2.142575373
2973	2.142493014
2974	2.1424736
2975	2.142473493
2976	2.142473387
2977	2.142473226
2978	2.141792732
2979	2.141792627
2980	2.141792313
2981	2.141792175
2982	2.141789391
2983	2.141789287
2984	2.141711083
2985	2.141670966
2986	2.141670864
2987	2.141556967
2988	2.141525367
2989	2.141523046
2990	2.14149667
2991	2.141222712
2992	2.141222468
2993	2.141219387
2994	2.140930035
2995	2.140927767
2996	2.140927668
2997	2.140718337
2998	2.140718233
2999	2.14060968
3000	2.140517292
3001	2.140515692
3002	2.140119481
3003	2.140119346
3004	2.140119241
3005	2.140119136
3006	2.139843848
3007	2.139843742
3008	2.139843207
3009	2.139470679
3010	2.139470598
3011	2.139469919
3012	2.139251979
3013	2.139250087
3014	2.139250017
3015	2.139249537
3016	2.139217654
3017	2.138987104
3018	2.138986999
3019	2.138984717
3020	2.138984625
3021	2.138984535
3022	2.138825696
3023	2.138825655
3024	2.138825615
3025	2.138695339
3026	2.138695236
3027	2.138693648
3028	2.138669195
3029	2.138638074
3030	2.138632575
3031	2.138365389
3032	2.138085263
3033	2.137543517
3034	2.137531109
3035	2.137529489
3036	2.136444184
3037	2.136374612
3038	2.136275385
3039	2.136259064
3040	2.136223544
3041	2.136197795
3042	2.136197323
3043	2.136195207
3044	2.136082959
3045	2.136002998
3046	2.135973963
3047	2.135973878
3048	2.135962007
3049	2.135961533
3050	2.135961407
3051	2.135961308
3052	2.13595961
3053	2.135959503
3054	2.135920794
3055	2.135823056
3056	2.135811326
3057	2.135448646
3058	2.13524062
3059	2.135238297
3060	2.135235587
3061	2.135235136
3062	2.135235038
3063	2.135234966
3064	2.135234894
3065	2.135233313
3066	2.135233287
3067	2.135232839
3068	2.135039088
3069	2.135038487
3070	2.135038425
3071	2.134904095
3072	2.134902548
3073	2.134901188
3074	2.134889558
3075	2.134889543
3076	2.134666179
3077	2.13463048
3078	2.134613514
3079	2.134613408
3080	2.134613303
3081	2.134611779
3082	2.134610379
3083	2.134460328
3084	2.134460315
3085	2.134167278
3086	2.134167178
3087	2.134167079
3088	2.134167068
3089	2.134166969
3090	2.134137196
3091	2.134137106
3092	2.134126495
3093	2.134096244
3094	2.134096148
3095	2.134056068
3096	2.13378697
3097	2.133717067
3098	2.13298298
3099	2.132953139
3100	2.132953046
3101	2.132953028
3102	2.132952971
3103	2.13295287
3104	2.132952814
3105	2.132952639
3106	2.132952583
3107	2.132952567
3108	2.132860708
3109	2.132860616
3110	2.132745454
3111	2.132745442
3112	2.132537128
3113	2.132396208
3114	2.131886089
3115	2.131884746
3116	2.131884645
3117	2.131884553
3118	2.131884454
3119	2.131884395
3120	2.131636708
3121	2.131636191
3122	2.131634706
3123	2.131471146
3124	2.131471035
3125	2.13147101
3126	2.131470908
3127	2.13117789
3128	2.131177825
3129	2.130980601
3130	2.130980507
3131	2.130980414
3132	2.13095974
3133	2.130959567
3134	2.130959475
3135	2.130958007
3136	2.13095328
3137	2.130953228
3138	2.130953178
3139	2.130953012
3140	2.130951595
3141	2.130951545
3142	2.130951497
3143	2.130938111
3144	2.130938063
3145	2.130938053
3146	2.130936608
3147	2.130918365
3148	2.13081175
3149	2.130535929
3150	2.130534499
3151	2.130534407
3152	2.13053284
3153	2.130497972
3154	2.130497969
3155	2.130496276
3156	2.130457299
3157	2.130457297
3158	2.129406615
3159	2.129406522
3160	2.129406437
3161	2.128915152
3162	2.128913
3163	2.128912997
3164	2.12890843
3165	2.128908346
3166	2.128908256
3167	2.128883978
3168	2.128883906
3169	2.12880796
3170	2.128807957
3171	2.128807955
3172	2.128807488
3173	2.128805939
3174	2.128667665
3175	2.128667629
3176	2.128667594
3177	2.128667592
3178	2.128667509
3179	2.128639972
3180	2.128603504
3181	2.128603424
3182	2.128487919
3183	2.128486299
3184	2.128373061
3185	2.128372979
3186	2.128372898
3187	2.128356669
3188	2.128104585
3189	2.12810264
3190	2.1281026
3191	2.127797511
3192	2.12779743
3193	2.127797349
3194	2.127797306
3195	2.127787616
3196	2.127787509
3197	2.127787403
3198	2.127787322
3199	2.127753551
3200	2.127753542
3201	2.127584411
3202	2.127574573
3203	2.127574492
3204	2.127480495
3205	2.127480452
3206	2.127328936
3207	2.127328891
3208	2.127328804
3209	2.127033343
3210	2.127031393
3211	2.127029962
3212	2.127028566
3213	2.127028486
3214	2.126974289
3215	2.12697421
3216	2.126950766
3217	2.126715788
3218	2.126715704
