iter	RMSE
214	5.734390434
215	5.704350294
216	5.677918032
217	5.650068985
218	5.622734937
219	5.594930337
220	5.570187287
221	5.548347677
222	5.521965954
223	5.503860927
224	5.477214968
225	5.451727465
226	5.433699817
227	5.407072012
228	5.382574269
229	5.359137429
230	5.334558751
231	5.309718063
232	5.287696451
233	5.27080852
234	5.248984969
235	5.22453373
236	5.208044819
237	5.1872052
238	5.165315633
239	5.144772112
240	5.123520241
241	5.099949636
242	5.085606682
243	5.062949839
244	5.041418303
245	5.018059043
246	5.001005345
247	4.980423226
248	4.960122051
249	4.939012873
250	4.918053787
251	4.90168623
252	4.883326712
253	4.867617216
254	4.847555711
255	4.831935778
256	4.813296692
257	4.79808079
258	4.77927775
259	4.762428754
260	4.745927748
261	4.729301192
262	4.713879267
263	4.697903416
264	4.682907979
265	4.666515126
266	4.65139776
267	4.63389394
268	4.616237195
269	4.600905192
270	4.58598888
271	4.56762676
272	4.552681914
273	4.537121402
274	4.522779774
275	4.505744872
276	4.490410892
277	4.478076393
278	4.465119158
279	4.447059727
280	4.432007061
281	4.418911847
282	4.405910805
283	4.394387836
284	4.383963857
285	4.370402571
286	4.355635215
287	4.337613087
288	4.323007165
289	4.308273875
290	4.295781489
291	4.283224132
292	4.272394548
293	4.262425368
294	4.251625071
295	4.240119871
296	4.228890894
297	4.217853237
298	4.205040437
299	4.193575839
300	4.183827378
301	4.172110077
302	4.161727627
303	4.150581239
304	4.140164149
305	4.131574815
306	4.120804893
307	4.110801429
308	4.101884585
309	4.093516175
310	4.083553402
311	4.074327514
312	4.066457252
313	4.055575327
314	4.044922834
315	4.033550314
316	4.027985423
317	4.018972223
318	4.014205348
319	4.003071196
320	3.996285947
321	3.988251058
322	3.977521297
323	3.970335677
324	3.960596824
325	3.952352353
326	3.944084836
327	3.93485579
328	3.925822308
329	3.912713148
330	3.904619574
331	3.89585494
332	3.890592408
333	3.88296079
334	3.873023209
335	3.863246293
336	3.855712344
337	3.847867335
338	3.841079293
339	3.834456502
340	3.828642198
341	3.820528711
342	3.813294622
343	3.803320945
344	3.796900068
345	3.78923858
346	3.782007549
347	3.773167922
348	3.765315093
349	3.759980006
350	3.754589152
351	3.745929285
352	3.738586933
353	3.732598219
354	3.727798204
355	3.71996394
356	3.713154689
357	3.707415697
358	3.701111459
359	3.694487954
360	3.688497257
361	3.683567845
362	3.677173768
363	3.671585811
364	3.668654642
365	3.662599384
366	3.656959554
367	3.649960937
368	3.639584952
369	3.633800691
370	3.627559051
371	3.623966413
372	3.616781107
373	3.610007489
374	3.604685254
375	3.598886764
376	3.593031674
377	3.584978068
378	3.577085888
379	3.570801412
380	3.564574458
381	3.557990077
382	3.552741826
383	3.548802443
384	3.545595049
385	3.536689907
386	3.529031306
387	3.523626533
388	3.513935917
389	3.508959811
390	3.501611268
391	3.497609159
392	3.493319452
393	3.490140616
394	3.483106264
395	3.479245265
396	3.47439689
397	3.469717865
398	3.466608789
399	3.462670006
400	3.458540856
401	3.454652668
402	3.448088008
403	3.441025612
404	3.438048684
405	3.434397174
406	3.426437414
407	3.423053604
408	3.419202925
409	3.414520423
410	3.408416136
411	3.402157504
412	3.399887767
413	3.394418402
414	3.38935457
415	3.384267957
416	3.379110756
417	3.376160293
418	3.367538968
419	3.364113857
420	3.360736006
421	3.356858659
422	3.354814088
423	3.350491994
424	3.344983289
425	3.342259866
426	3.338322725
427	3.335548489
428	3.33257784
429	3.328928821
430	3.320715131
431	3.317355303
432	3.313991112
433	3.3096374
434	3.306877977
435	3.304296936
436	3.300091166
437	3.292415631
438	3.289935438
439	3.28803754
440	3.283892947
441	3.282297939
442	3.27862741
443	3.27428116
444	3.271216722
445	3.266636314
446	3.263834393
447	3.257858877
448	3.255704412
449	3.247573371
450	3.243678208
451	3.239790086
452	3.236092444
453	3.233080863
454	3.230559632
455	3.227565264
456	3.223266534
457	3.220045488
458	3.218097689
459	3.216237798
460	3.211444315
461	3.207802766
462	3.206623052
463	3.204070194
464	3.200973661
465	3.198818488
466	3.196639054
467	3.195263139
468	3.192791505
469	3.189356564
470	3.185018418
471	3.18379161
472	3.181772166
473	3.180262824
474	3.174597919
475	3.17276652
476	3.169777905
477	3.166750561
478	3.165431969
479	3.159873584
480	3.157428959
481	3.156099668
482	3.154391616
483	3.149102291
484	3.144759942
485	3.141372172
486	3.137148228
487	3.133055909
488	3.129993901
489	3.127127521
490	3.126485342
491	3.121823478
492	3.11905926
493	3.11797407
494	3.11649469
495	3.112679377
496	3.10987983
497	3.108556888
498	3.105147046
499	3.101827007
500	3.099393697
501	3.09837887
502	3.096084136
503	3.093494935
504	3.092506967
505	3.090253487
506	3.086834401
507	3.082377678
508	3.080451891
509	3.078949881
510	3.077028383
511	3.075867813
512	3.073773179
513	3.071454751
514	3.067960796
515	3.066438823
516	3.065497593
517	3.060613288
518	3.058555763
519	3.056895487
520	3.053835049
521	3.052993521
522	3.051305434
523	3.0500914
524	3.048224598
525	3.045715485
526	3.0438136
527	3.043068618
528	3.039080756
529	3.037214531
530	3.033809396
531	3.031666622
532	3.028031779
533	3.026392822
534	3.02567426
535	3.024334753
536	3.023319509
537	3.019812621
538	3.016484181
539	3.01423473
540	3.010937038
541	3.005687269
542	3.004780657
543	3.002864817
544	2.999677973
545	2.996373909
546	2.994281062
547	2.992644693
548	2.991770863
549	2.988014979
550	2.983835536
551	2.983277401
552	2.980885917
553	2.978476875
554	2.97552227
555	2.974553203
556	2.973650145
557	2.972541967
558	2.96852288
559	2.966342115
560	2.963750246
561	2.961311358
562	2.95889655
563	2.958140396
564	2.95728924
565	2.956501045
566	2.955384397
567	2.95145288
568	2.948291253
569	2.94719874
570	2.94559058
571	2.945241372
572	2.942927847
573	2.942637235
574	2.937838152
575	2.936130869
576	2.93528804
577	2.933819525
578	2.93285424
579	2.928973741
580	2.927193014
581	2.92411481
582	2.922528018
583	2.9208208
584	2.920545991
585	2.92023693
586	2.919877951
587	2.91846583
588	2.917951963
589	2.917148687
590	2.914689963
591	2.912390136
592	2.908955802
593	2.906582416
594	2.906128147
595	2.9039769
596	2.901845088
597	2.900707615
598	2.900465162
599	2.899312447
600	2.898743441
601	2.896438055
602	2.893650966
603	2.891235838
604	2.889160638
605	2.886587524
606	2.884848646
607	2.883718568
608	2.883456041
609	2.882016548
610	2.8800731
611	2.879536528
612	2.878602456
613	2.875131475
614	2.874413383
615	2.873758601
616	2.873524665
617	2.873093375
618	2.870831582
619	2.86899249
620	2.866862336
621	2.86329737
622	2.863115977
623	2.860282607
624	2.860031934
625	2.856501354
626	2.856233638
627	2.854952901
628	2.854068463
629	2.852360075
630	2.852193481
631	2.851917234
632	2.851624912
633	2.84873353
634	2.84843434
635	2.846245079
636	2.843759072
637	2.841162937
638	2.838956728
639	2.837013552
640	2.835080903
641	2.834746138
642	2.833586857
643	2.831396505
644	2.830525031
645	2.829120294
646	2.82889625
647	2.82837006
648	2.828034108
649	2.826305953
650	2.82593943
651	2.825462432
652	2.822825524
653	2.822474878
654	2.822272206
655	2.821887883
656	2.818391348
657	2.815136861
658	2.814629358
659	2.812068912
660	2.810233399
661	2.809735313
662	2.809277673
663	2.807372721
664	2.806906425
665	2.805046783
666	2.804328456
667	2.802723735
668	2.801654123
669	2.799746074
670	2.79920444
671	2.797558214
672	2.794452719
673	2.791203937
674	2.790298935
675	2.788592627
676	2.786809881
677	2.785462007
678	2.784952865
679	2.784821232
680	2.780739428
681	2.779880698
682	2.779573786
683	2.77912074
684	2.775689486
685	2.775635189
686	2.775388526
687	2.775225332
688	2.774993578
689	2.774663435
690	2.77243766
691	2.771074774
692	2.767953114
693	2.766800396
694	2.766200569
695	2.766140032
696	2.765659813
697	2.764255043
698	2.763487638
699	2.760939737
700	2.758973882
701	2.758843959
702	2.75876048
703	2.758329838
704	2.756615165
705	2.756468921
706	2.756292077
707	2.751794092
708	2.749013353
709	2.7485031
710	2.748266693
711	2.747278877
712	2.746768761
713	2.745220472
714	2.744919223
715	2.74389184
716	2.742794203
717	2.740912004
718	2.740374884
719	2.737439062
720	2.734220921
721	2.732670594
722	2.732429332
723	2.730735224
724	2.730389637
725	2.728859536
726	2.728818804
727	2.727313363
728	2.727124774
729	2.725708802
730	2.725054463
731	2.721481658
732	2.720078356
733	2.719317098
734	2.717686869
735	2.717466914
736	2.714260098
737	2.71396383
738	2.713667357
739	2.712508524
740	2.712290486
741	2.711121738
742	2.709717951
743	2.708675593
744	2.707247048
745	2.705221696
746	2.70514909
747	2.704583486
748	2.703073707
749	2.703014483
750	2.702184667
751	2.700792702
752	2.700698349
753	2.700175883
754	2.699727969
755	2.696230935
756	2.694985328
757	2.693557597
758	2.69063745
759	2.690428965
760	2.69002436
761	2.686227732
762	2.684794939
763	2.684542594
764	2.683465006
765	2.683310125
766	2.683240533
767	2.682147259
768	2.682126055
769	2.682111636
770	2.681173121
771	2.681110056
772	2.680089039
773	2.679798202
774	2.679671008
775	2.679344701
776	2.679298778
777	2.676678473
778	2.676569453
779	2.675921394
780	2.675724958
781	2.675623409
782	2.675341981
783	2.672747737
784	2.671837091
785	2.670751119
786	2.670723412
787	2.669255148
788	2.668868415
789	2.668851927
790	2.667763262
791	2.666578574
792	2.665100023
793	2.663829758
794	2.663540817
795	2.662479164
796	2.661418628
797	2.660767542
798	2.660232448
799	2.657821538
800	2.657688696
801	2.657675805
802	2.656642994
803	2.655728798
804	2.654952418
805	2.654745309
806	2.653567066
807	2.653108407
808	2.653102165
809	2.653094647
810	2.65295982
811	2.652443942
812	2.651594377
813	2.651469517
814	2.650394812
815	2.650359364
816	2.648162835
817	2.647957679
818	2.646694899
819	2.646315381
820	2.645097611
821	2.64500911
822	2.643913297
823	2.643732927
824	2.642625202
825	2.64124357
826	2.640304067
827	2.639881928
828	2.639186925
829	2.63914723
830	2.638942467
831	2.638010195
832	2.637783233
833	2.637542084
834	2.63745327
835	2.635115013
836	2.63234471
837	2.632170767
838	2.630728922
839	2.628701282
840	2.627799621
841	2.62771086
842	2.627606399
843	2.627129138
844	2.626990175
845	2.626962639
846	2.626767541
847	2.625958946
848	2.625784582
849	2.625760777
850	2.624819091
851	2.624066413
852	2.624060701
853	2.623295157
854	2.623126878
855	2.623048627
856	2.621981155
857	2.621834285
858	2.621753522
859	2.620003876
860	2.61788083
861	2.617056478
862	2.616707087
863	2.61638649
864	2.615547063
865	2.614811446
866	2.61388398
867	2.613751813
868	2.613624911
869	2.6134062
870	2.612709066
871	2.612699013
872	2.612363477
873	2.612282225
874	2.612023934
875	2.61177521
876	2.611710355
877	2.611572153
878	2.611508021
879	2.611378123
880	2.611315701
881	2.61116495
882	2.609531287
883	2.609439223
884	2.607539996
885	2.607043426
886	2.606296034
887	2.605437715
888	2.605198826
889	2.605190535
890	2.604904124
891	2.604822555
892	2.604677298
893	2.604617122
894	2.603932316
895	2.602947664
896	2.602753245
897	2.601920127
898	2.601727454
899	2.60013996
900	2.599407244
901	2.599240676
902	2.59857501
903	2.597963355
904	2.597504141
905	2.59666556
906	2.595995424
907	2.5958923
908	2.595592831
909	2.594923901
910	2.594292423
911	2.593914351
912	2.593212066
913	2.593156967
914	2.592721371
915	2.592649991
916	2.592490455
917	2.592254742
918	2.591626904
919	2.590903641
920	2.590854728
921	2.590280287
922	2.589408257
923	2.588445716
924	2.588405851
925	2.588297065
926	2.588147495
927	2.587645071
928	2.587004324
929	2.586451599
930	2.586191619
931	2.585306482
932	2.584627069
933	2.581899688
934	2.581768269
935	2.581288211
936	2.580595271
937	2.580030125
938	2.579967448
939	2.579385413
940	2.579179534
941	2.57913184
942	2.579101672
943	2.578497521
944	2.578000307
945	2.576945147
946	2.576818823
947	2.576700322
948	2.576642623
949	2.57651058
950	2.576421521
951	2.576317993
952	2.576182192
953	2.576136386
954	2.575216048
955	2.574366747
956	2.574102449
957	2.573900825
958	2.573804857
959	2.570882415
960	2.570792298
961	2.567866262
962	2.566999464
963	2.566932655
964	2.566557648
965	2.566548105
966	2.565979551
967	2.565322789
968	2.564101983
969	2.56404779
970	2.564004449
971	2.561849692
972	2.561720655
973	2.561559652
974	2.560967698
975	2.560832635
976	2.560654187
977	2.558399659
978	2.554967551
979	2.553560213
980	2.553515881
981	2.552983412
982	2.552852567
983	2.552316459
984	2.551626443
985	2.551566088
986	2.55149828
987	2.551322479
988	2.551285104
989	2.551116741
990	2.55106443
991	2.551063287
992	2.550533905
993	2.54992146
994	2.549436184
995	2.548451548
996	2.54792325
997	2.547867349
998	2.545999005
999	2.545424792
1000	2.544923708
1001	2.542274645
1002	2.542187498
1003	2.541680427
1004	2.541587534
1005	2.541434513
1006	2.541191091
1007	2.540494701
1008	2.540167071
1009	2.540032762
1010	2.539936792
1011	2.539792356
1012	2.539753444
1013	2.539537341
1014	2.538461876
1015	2.537398245
1016	2.537361106
1017	2.536749726
1018	2.536161048
1019	2.53610319
1020	2.535670537
1021	2.534768206
1022	2.53446523
1023	2.533018357
1024	2.532809086
1025	2.532168889
1026	2.532099601
1027	2.532007333
1028	2.531894818
1029	2.531427275
1030	2.529510831
1031	2.529034359
1032	2.528921296
1033	2.528885108
1034	2.528229888
1035	2.527680013
1036	2.52747678
1037	2.527442943
1038	2.526878087
1039	2.526201251
1040	2.526145157
1041	2.526112261
1042	2.525767798
1043	2.525461191
1044	2.525384827
1045	2.524924032
1046	2.524765769
1047	2.524733789
1048	2.524273559
1049	2.524207321
1050	2.524171866
1051	2.523730224
1052	2.52350084
1053	2.523443233
1054	2.523390616
1055	2.523004763
1056	2.52279742
1057	2.522274518
1058	2.521676012
1059	2.521215262
1060	2.521168729
1061	2.520736733
1062	2.520437655
1063	2.519063035
1064	2.519020804
1065	2.518582955
1066	2.518352262
1067	2.517929758
1068	2.517707645
1069	2.516964965
1070	2.516859368
1071	2.516858037
1072	2.516143339
1073	2.515708865
1074	2.51544117
1075	2.515028357
1076	2.51476644
1077	2.514750741
1078	2.514563719
1079	2.514246271
1080	2.51404327
1081	2.513634247
1082	2.513067286
1083	2.512186852
1084	2.511781293
1085	2.510262069
1086	2.509845792
1087	2.509839977
1088	2.509753018
1089	2.509559946
1090	2.509145351
1091	2.507377994
1092	2.507279529
1093	2.507114674
1094	2.506740411
1095	2.506336888
1096	2.506269086
1097	2.506195608
1098	2.505467277
1099	2.504996855
1100	2.503399526
1101	2.503371818
1102	2.503338753
1103	2.503284578
1104	2.503252715
1105	2.503218903
1106	2.502833998
1107	2.502831431
1108	2.501004082
1109	2.500979671
1110	2.500945753
1111	2.500834657
1112	2.499025056
1113	2.498631001
1114	2.498255325
1115	2.498055649
1116	2.498024795
1117	2.497949278
1118	2.497576154
1119	2.497523084
1120	2.495808117
1121	2.495607068
1122	2.495583364
1123	2.495200617
1124	2.494918548
1125	2.493524391
1126	2.492861448
1127	2.492601856
1128	2.491791001
1129	2.491753843
1130	2.491293476
1131	2.490833643
1132	2.490427204
1133	2.490260842
1134	2.490204954
1135	2.489829689
1136	2.489727185
1137	2.489423385
1138	2.487279953
1139	2.486916928
1140	2.486818782
1141	2.486698294
1142	2.486335232
1143	2.485990768
1144	2.485851066
1145	2.485562542
1146	2.485208122
1147	2.48489597
1148	2.481800601
1149	2.481774661
1150	2.481399696
1151	2.481395849
1152	2.480972143
1153	2.479511697
1154	2.479483282
1155	2.479362152
1156	2.479307597
1157	2.47845948
1158	2.478320904
1159	2.47797497
1160	2.477943244
1161	2.477602372
1162	2.477582112
1163	2.477545964
1164	2.477100611
1165	2.477044581
1166	2.476444696
1167	2.476113302
1168	2.475752194
1169	2.475425478
1170	2.47499542
1171	2.474574922
1172	2.473401115
1173	2.473288527
1174	2.472858728
1175	2.472406644
1176	2.472331878
1177	2.472014514
1178	2.471992816
1179	2.471921557
1180	2.471394879
1181	2.47128596
1182	2.471262585
1183	2.469305105
1184	2.469285612
1185	2.468996839
1186	2.468182109
1187	2.468057433
1188	2.467751855
1189	2.467732042
1190	2.467270619
1191	2.466969281
1192	2.466866218
1193	2.466675553
1194	2.466542407
1195	2.466016776
1196	2.465703431
1197	2.463557447
1198	2.462619837
1199	2.461470541
1200	2.461330169
1201	2.46128624
1202	2.460992558
1203	2.460701218
1204	2.460144685
1205	2.460090899
1206	2.459800753
1207	2.459777965
1208	2.45913649
1209	2.459130528
1210	2.459111358
1211	2.45765347
1212	2.457354755
1213	2.457319267
1214	2.457126794
1215	2.456843534
1216	2.456333953
1217	2.456018796
1218	2.454684669
1219	2.454245796
1220	2.453923327
1221	2.453603429
1222	2.452966935
1223	2.452738507
1224	2.452704376
1225	2.452525621
1226	2.452195055
1227	2.451880392
1228	2.451458062
1229	2.449919762
1230	2.44983404
1231	2.449800415
1232	2.449793391
1233	2.448681142
1234	2.448578954
1235	2.448556886
1236	2.448350631
1237	2.448256966
1238	2.447144328
1239	2.4468264
1240	2.446730844
1241	2.446686334
1242	2.446359205
1243	2.445703012
1244	2.44562837
1245	2.445408415
1246	2.445324411
1247	2.445048657
1248	2.444840183
1249	2.444796934
1250	2.444789518
1251	2.444696805
1252	2.444424996
1253	2.444149561
1254	2.443983354
1255	2.443681799
1256	2.443664372
1257	2.442302823
1258	2.4422493
1259	2.441977121
1260	2.441947026
1261	2.441897743
1262	2.440224816
1263	2.440132781
1264	2.440010693
1265	2.439858101
1266	2.439850957
1267	2.43951806
1268	2.439247979
1269	2.43896158
1270	2.438866917
1271	2.438585391
1272	2.438481668
1273	2.438403414
1274	2.43838039
1275	2.438342316
1276	2.438064322
1277	2.43794783
1278	2.437930667
1279	2.437492405
1280	2.437457507
1281	2.437195965
1282	2.43716017
1283	2.437126311
1284	2.437106787
1285	2.437106623
1286	2.43561402
1287	2.4352989
1288	2.435180938
1289	2.434908488
1290	2.434641971
1291	2.434606277
1292	2.434563679
1293	2.434529239
1294	2.434270833
1295	2.434263707
1296	2.433924672
1297	2.433489543
1298	2.433195949
1299	2.432028572
1300	2.432023397
1301	2.431126199
1302	2.430873767
1303	2.430806616
1304	2.430557055
1305	2.430291474
1306	2.43003814
1307	2.42978702
1308	2.429713555
1309	2.429214509
1310	2.428985343
1311	2.428706293
1312	2.427693796
1313	2.426362941
1314	2.425827582
1315	2.425675997
1316	2.425645597
1317	2.42563093
1318	2.425623577
1319	2.425598023
1320	2.424606032
1321	2.421960811
1322	2.421914206
1323	2.421909366
1324	2.420803197
1325	2.419484131
1326	2.419442013
1327	2.419352756
1328	2.41932324
1329	2.419124335
1330	2.418872041
1331	2.416788761
1332	2.416782862
1333	2.416776525
1334	2.416323494
1335	2.416282863
1336	2.416153535
1337	2.41581918
1338	2.415627416
1339	2.414090538
1340	2.414070645
1341	2.414055198
1342	2.413998161
1343	2.413765053
1344	2.412599902
1345	2.411053798
1346	2.410903421
1347	2.410679177
1348	2.410638545
1349	2.410560874
1350	2.410533481
1351	2.410397408
1352	2.410389504
1353	2.410238919
1354	2.410145333
1355	2.410008082
1356	2.409991301
1357	2.409328746
1358	2.409104966
1359	2.40895205
1360	2.4089455
1361	2.408920808
1362	2.408918394
1363	2.408710031
1364	2.406831602
1365	2.406805104
1366	2.406776155
1367	2.4065573
1368	2.406545077
1369	2.406037842
1370	2.406023518
1371	2.406009038
1372	2.406003308
1373	2.406001099
1374	2.406000966
1375	2.405972436
1376	2.405951211
1377	2.405457496
1378	2.405445455
1379	2.404063854
1380	2.402913603
1381	2.402890063
1382	2.402794815
1383	2.402581458
1384	2.402465206
1385	2.402409656
1386	2.402385107
1387	2.401534329
1388	2.401379145
1389	2.401339264
1390	2.401306484
1391	2.400862677
1392	2.4008392
1393	2.400832756
1394	2.400753327
1395	2.40038275
1396	2.400199843
1397	2.400063168
1398	2.400040757
1399	2.399867532
1400	2.399647335
1401	2.399620113
1402	2.398470377
1403	2.398469286
1404	2.398354432
1405	2.397853933
1406	2.397850625
1407	2.397554958
1408	2.396514449
1409	2.396493122
1410	2.396301175
1411	2.395740093
1412	2.395611683
1413	2.395293472
1414	2.395001771
1415	2.394005572
1416	2.393592815
1417	2.393528101
1418	2.393401517
1419	2.392330228
1420	2.392306812
1421	2.390365493
1422	2.389500594
1423	2.389488767
1424	2.389381946
1425	2.386824488
1426	2.386788412
1427	2.386716486
1428	2.386658198
1429	2.386628863
1430	2.386609792
1431	2.386576114
1432	2.386464232
1433	2.386454963
1434	2.38629445
1435	2.386291291
1436	2.386277374
1437	2.38615697
1438	2.386145576
1439	2.386105227
1440	2.385229757
1441	2.384999657
1442	2.384871402
1443	2.384702898
1444	2.384620189
1445	2.384321717
1446	2.382519833
1447	2.382340749
1448	2.381309395
1449	2.381301656
1450	2.38102964
1451	2.380986229
1452	2.380872102
1453	2.38085888
1454	2.37918604
1455	2.379001951
1456	2.378998983
1457	2.378961137
1458	2.378913563
1459	2.378754503
1460	2.378545201
1461	2.378462573
1462	2.378188504
1463	2.378147925
1464	2.377973653
1465	2.377954778
1466	2.377863305
1467	2.377539764
1468	2.377488997
1469	2.377126896
1470	2.377075097
1471	2.375515496
1472	2.375321876
1473	2.375319447
1474	2.375302883
1475	2.375286139
1476	2.3752665
1477	2.374666655
1478	2.37466558
1479	2.374646719
1480	2.374635861
1481	2.374569839
1482	2.374464377
1483	2.374209578
1484	2.374062767
1485	2.374040962
1486	2.372458466
1487	2.372422241
1488	2.372406184
1489	2.372209473
1490	2.372130823
1491	2.371576651
1492	2.371565568
1493	2.371537292
1494	2.371492775
1495	2.371358699
1496	2.371339245
1497	2.37131405
1498	2.371313173
1499	2.371275963
1500	2.370976385
1501	2.370935383
1502	2.370927952
1503	2.370675932
1504	2.370603375
1505	2.370363982
1506	2.370349651
1507	2.370334055
1508	2.370320968
1509	2.370238593
1510	2.370195572
1511	2.370147602
1512	2.370110956
1513	2.368048628
1514	2.367071224
1515	2.367058923
1516	2.366814117
1517	2.366800476
1518	2.366769185
1519	2.366522696
1520	2.366512811
1521	2.366189132
1522	2.366187062
1523	2.366169348
1524	2.365981999
1525	2.36537154
1526	2.365334759
1527	2.365112161
1528	2.364856433
1529	2.364840095
1530	2.364804768
1531	2.364708615
1532	2.364059645
1533	2.364044339
1534	2.364041406
1535	2.364005418
1536	2.36399888
1537	2.363820511
1538	2.361180666
1539	2.360693766
1540	2.360680292
1541	2.360619088
1542	2.360569491
1543	2.359142175
1544	2.359118619
1545	2.35911662
1546	2.359116601
1547	2.3590472
1548	2.359039849
1549	2.359001223
1550	2.35740022
1551	2.357030586
1552	2.357011058
1553	2.35700174
1554	2.356997948
1555	2.356960036
1556	2.355430036
1557	2.354783666
1558	2.354602167
1559	2.353971359
1560	2.353967831
1561	2.353769935
1562	2.353632028
1563	2.353413648
1564	2.353397965
1565	2.353364073
1566	2.353330391
1567	2.352952715
1568	2.352736772
1569	2.352723765
1570	2.352445526
1571	2.352443848
1572	2.352087685
1573	2.352072855
1574	2.35191088
1575	2.35173797
1576	2.3516836
1577	2.351669036
1578	2.351635664
1579	2.351601182
1580	2.351580113
1581	2.351579661
1582	2.351571106
1583	2.350509054
1584	2.350508578
1585	2.349231512
1586	2.349206395
1587	2.349192251
1588	2.349178683
1589	2.349157108
1590	2.349135724
1591	2.348857606
1592	2.34881506
1593	2.348809435
1594	2.348592915
1595	2.347961387
1596	2.346726214
1597	2.346713553
1598	2.346680215
1599	2.346661478
1600	2.346646608
1601	2.346548377
1602	2.345561079
1603	2.345560565
1604	2.345432609
1605	2.345430251
1606	2.345418434
1607	2.345377214
1608	2.344201704
1609	2.344053615
1610	2.344043701
1611	2.344041989
1612	2.343966647
1613	2.343963996
1614	2.343148057
1615	2.343147558
1616	2.343123746
1617	2.343104843
1618	2.343102626
1619	2.342945628
1620	2.342943439
1621	2.342284837
1622	2.342050918
1623	2.34167709
1624	2.341674679
1625	2.34162872
1626	2.341304788
1627	2.341187866
1628	2.340987598
1629	2.340975856
1630	2.340947211
1631	2.340946901
1632	2.340711992
1633	2.3406976
1634	2.33935415
1635	2.339342508
1636	2.339325386
1637	2.33932498
1638	2.339303035
1639	2.33901304
1640	2.338990009
1641	2.338987855
1642	2.338982839
1643	2.338978786
1644	2.338978386
1645	2.338976307
1646	2.33801906
1647	2.338017066
1648	2.337996484
1649	2.337583005
1650	2.337579154
1651	2.337405959
1652	2.337402612
1653	2.33740141
1654	2.33589974
1655	2.335894977
1656	2.33588143
1657	2.3358794
1658	2.335875646
1659	2.335856537
1660	2.335676635
1661	2.335674654
1662	2.335660656
1663	2.335658709
1664	2.33426996
